SF|LF|MetaMap CUI|CSI|Ratio in CSI|UMLS CUI|UMLS SOURCE|ADAM|Ratio in ADAM|Dictionary
LA|late antigen||||||1|0.0048|1
LA|lateral|C0205093|||C0205093|CHV;FMA;HL7V2.5;LNC;MTH;NCI;SNOMEDCT;UWDA|1|0.0065|
LA|lateral amygdala||||||1|0.0109|
LA|lateral apical||||||||1
LA|lateral nucleus||||||1|0.0027|
LA|lateral nucleus of the amygdala||||||1|0.0099|
LA|lauric acid|C0023139|||C0023139|AOD;CHV;LCH;MSH;NCI;SNOMEDCT|||
LA|lead acetate|C0064711|||C0064711|CHV;MSH;NDFRT;SNOMEDCT;VANDF|||
LA|left angle||||||||1
LA|left angulation||||||||1
LA|left arm|C0230347;C1268256|||C0230347;C1268256|CHV;FMA;HL7V2.5;SNOMEDCT;UWDA|||1
LA|left atria;left atrium|C0225860;C1269894|||C0225860;C1269894|AOD;CHV;FMA;MSH;NCI;SNOMEDCT;UWDA|1|0.0805|1
LA|left atrial||1|0.060|||1|0.1647|1
LA|left auricle|C0225861|||C0225861|CHV;FMA;UWDA|||1
LA|leucine aminopeptidase|C0023402|||C0023402;C0202118|CHV;LCH;MSH;MTH;NDFRT;SNOMEDCT|||1
LA|leucoagglutinin;leukoagglutinin|C0312638|||C0312638|SNOMEDCT|1|0.0088|
LA|leukemia antigen||||||||1
LA|leukoagglutinating||||||||1
LA|leukoaraiosis|C0521167;C0948163|||C0948163|MSH;NDFRT|1|0.0082|1
LA|leuprolide acetate|C0700596|||C0700596|CHV;MSH;MTH;MTHSPL;NCI;NDFRT;PDQ;RXNORM;SNOMEDCT;USPMG;VANDF|1|0.0289|
LA|levator ani|C0224384;C1305037|||C0224384;C1305037|CHV;FMA;NCI;SNOMEDCT;UWDA|||1
LA|levulinic acid|C0023591|||C0023591|AOD;MSH;RXNORM;SNOMEDCT|||
LA|lichen amyloidosis;lichen amyloidosus|C0268397|||C0268397|CHV|||1
LA|light adaptation|C0237452|||||||1
LA|linguoaxial||||||||1
LA|linoleate|C0125894;C0220871|||C0125894;C0220871|CSP;LNC;MSH;MTH;RXNORM|||
LA|linoleic||||||1|0.0115|
LA|linoleic acid|C0023749|||C0023749|AOD;CHV;MSH;NCI;NDFRT;RXNORM;SNOMEDCT;VANDF|1|0.1345|1
LA|lipoatrophy|C0023787;C1280433|||C0023787;C1280433|CHV;CSP;DXP;MTH;SNOMEDCT|||
LA|lithocholic acid|C0023875|||C0023875|MSH;NDFRT;SNOMEDCT|||
LA|lobuloalveolar||||||||1
LA|local anaesthesia;local anesthesia|C0002921;C2930407|||C0002921;C2930407|AOD;CHV;CSP;LCH;MSH;MTH;NCI;NDFRT;SNOMEDCT|1|0.0292|1
LA|local anaesthetic;local anesthetic|C0002921;C0002934|||C0002921;C0002934|CHV;CSP;NDFRT;SNOMEDCT|1|0.0343|1
LA|localized adherence||||||1|0.0115|
LA|locomotor activity|C0026606|||C0026606|MSH|1|0.0149|
LA|long arm|C0575519|||||||1
LA|long axis|C0522487|||C0522487|LNC;NCI;SNOMEDCT|||
LA|long-acting||1|0.852|||1|0.0034|1
LA|loss of attachment||||||1|0.0041|
LA|low affinity||||||1|0.0027|
LA|low altitude|C0238618|||C0238618|SNOMEDCT|1|0.0031|
LA|low anxiety||||||||1
LA|low-average||||||1|0.0031|
LA|lumen area||||||1|0.0092|
LA|lupus anticoagulant|C0085240;C0311370|||C0085240|CHV;LNC;MSH;NDFRT;SNOMEDCT|1|0.1692|1
LA|lymphadenectomy|C0024203|||C0024203|AOD;CHV;CSP;MSH;NCI;PDQ;SNOMEDCT|1|0.0034|
LA|lymphocyte antibody|C0003369|||||||1
LA|lymphoid aggregates||||||1|0.002|
LDH|(S)-Lactate:NAD+ oxidoreductase||||C0022917|MSH;NDFRT|||
LDH|Dehydrogenase, L-Lactate;L Lactate Dehydrogenase;L lactate dehydrogenase;L-(+)-Lactate Dehydrogenase;L-Lactate Dehydrogenase;L-Lactate dehydrogenase;LACTATE DEHYDROGENASE L;l-lactate dehydrogenase;L-Lactic Acid Dehydrogenase;LD - Lactate dehydrogenase;LDH;LDH - Lactate dehydrogenase;Lactic Acid Dehydrogenase;Lactic acid dehydrogenase;lactic acid dehydrogenase;NAD-Lactate Dehydrogenase|C0022917|||C0022917;C0202113;C0851148|AOD;CHV;CSP;MSH;NCI;NDFRT;SNOMEDCT|||
LDH|Dehydrogenase, Lactate;Lactate Dehydrogenase;Lactate dehydrogenase;dehydrogenase lactate;lactate dehydrogenase;lactate dehydrogenases|C0022917;C1260230|1|1|C0022917;C0202113|AOD;CHV;CSP;LCH;LNC;MSH;MTH;NCI;NDFRT;SNOMEDCT|1|0.9584|1
LDH|EC 1.1.1.27||||C0022917|NCI|||
LDH|L-Lactate Dehydrogenase [Chemical/Ingredient]||||C0022917|NDFRT|||
LDH|L-Lactate dehydrogenase (substance)||||C0022917|SNOMEDCT|||
LDH|LD measurement;LDH measurement;ldh measurement;Lactate Dehydrogenase Measurement;Lactate dehydrogenase measurement;Lactate dehydrogenase level;Lactic acid dehydrogenase measurement;lactate dehydrogenase level test|C0202113|||C0202113|CHV;MTH;NCI;SNOMEDCT|||
LDH|Lactate dehydrogenase (substance)||||C0022917|SNOMEDCT|||
LDH|Lactate dehydrogenase measurement (procedure)||||C0202113|SNOMEDCT|||
LDH|Lactatedehydrogenase||||||1|0.0037|
LDH|Lifetime Drinking History;lifetime drinking history|C0851148|||C0851148|AOD;CHV;MTH|||
LDH|Serum lactic dehydrogenase|C1278052|||||1|0.0209|
LDH|dehydrogenase level||||||1|0.0019|
LDH|lactate dehydrogenase activity|C1151154|||||1|0.0054|
LDH|lactate dehydrogenase release||||||1|0.0029|
LDH|layered double hydroxide||||||1|0.0021|
LDH|low-dose heparin||||||1|0.0019|1
LDH|lumbar disc herniation|C0281899|||||1|0.0029|
LDL|Beta-lipoprotein;Lipoprotein.beta;beta Lipoprotein;beta Lipoproteins;beta lipoprotein;beta lipoproteins;beta-Lipoproteins;LDL - Low density lipoprotein;low density lipoprotein (LDL);LDL Lipoproteins;Lipoproteins, LDL;LOW DENSITY LIPOPROTEIN;Lipoproteins, Low-Density;Low Density Lipoprotein;Low Density Lipoproteins;Low density lipoprotein;Low-Density Lipoproteins;low density lipoprotein;low density lipoproteins;low-density lipoprotein;low-density lipoproteins|C0023823|1|1|C0023823;C1325353|AOD;CHV;CSP;CST;FMA;GO;LNC;MSH;MTH;NCI;NDFRT;SNOMEDCT;UWDA|1|0.9883|1
LDL|LDL;ldls|C0023823;C0428474|||C0023823;C0428474;C1325353|AOD;CHV;CSP;FMA;GO;MEDLINEPLUS;NCI;SNOMEDCT;UWDA|||
LDL|LDL Cholesterol|C0023824;C0428474|||C0428474|NCI|||
LDL|Lipoproteins, LDL [Chemical/Ingredient]||||C0023823|NDFRT|||
LDL|Low density lipoprotein (substance)||||C0023823|SNOMEDCT|||
LDL|Serum LDL Cholesterol;Serum LDL Cholesterol Measurement;Serum LDL cholesterol measurement;Serum LDL cholesterol level|C0428474|||C0428474|MTH;NCI;SNOMEDCT|||
LDL|Serum LDL cholesterol level (procedure)||||C0428474|SNOMEDCT|||
LDL|Serum LDL cholesterol measurement (procedure)||||C0428474|SNOMEDCT|||
LDL|limitation of daily life||||||||1
LDL|loudness discomfort level||||||1|0.0021|1
LDL|low-density lipoprotein activity|C1325353|||C1325353|MTH|||
LDL|low-density lipoprotein cholesterol|C0023824|||||1|0.0097|
LDL|low-density lymphocyte||||||||1
LD|DIAG LABORATORY;LABORATORY DIAG||||C0011911|MSH|||
LD|DKFZP686C2281;FLJ45135;FMN1;FMN1 gene;FORMIN;MGC125288;MGC125289|C1539521|||C1539521|HUGO;MTH;OMIM|||
LD|Diagnoses, Laboratory;Laboratory Diagnoses;Diagnosis, Laboratory;Laboratory Diagnosis;Laboratory diagnosis;laboratory diagnosis|C0011911|||C0011911|CHV;LCH;MSH;MTH;SNOMEDCT|||
LD|Disequilibrium, Linkage;Disequilibriums, Linkage;Linkage Disequilibrium;Linkage Disequilibriums;linkage disequilibrium|C0023746|||C0023746|CHV;CSP;MSH;MTH;NCI|1|0.2263|
LD|EPM2A|C0751783;C1414435|||C1414435|HUGO;OMIM|||
LD|EPM2A GENE;EPM2A gene;LAFORIN;LDE|C1414435|||C1414435|HUGO;LNC;MTH;OMIM|||
LD|FKHL14;MFH-1;MFH1|C1414669;C1705360|||C1705360|NCI|||
LD|FMN|C0016388;C1539521|||C1539521|OMIM|||
LD|FORMIN 1;formin 1;limb deformity protein|C0125393;C1539521|||C1539521|HUGO;OMIM|||
LD|FOXC2 wt Allele;Forkhead Box C2 wt Allele;Mesenchyme Forkhead Gene|C1705360|||C1705360|MTH;NCI|||
LD|L-dopa;levodopa|C0023570|||C0023570|AOD;CHV;CSP;LNC;MSH;MTHSPL;NCI;NDFRT;PDQ;RXNORM;SNOMEDCT;USPMG;VANDF|1|0.0314|1
LD|LD|C0023746;C1705360|||C0011911;C0023746;C0228342;C1414435;C1539521;C1705360|FMA;HUGO;NCI;OMIM;SNOMEDCT|||
LD|LIMB DEFORMITY, MOUSE, HOMOLOG OF||||C1539521|OMIM|||
LD|Laboratory diagnosis (contextual qualifier)||||C0011911|SNOMEDCT|||
LD|Laboratory diagnosis (contextual qualifier) (qualifier value)||||C0011911|SNOMEDCT|||
LD|Lateral Dorsal Nucleus;Lateral dorsal nucleus;Nucleus, Lateral Dorsal;Lateral Dorsal Thalamic Nucleus;Lateral dorsal thalamic nucleus;Laterodorsal Thalamic Nucleus;Laterodorsal thalamic nucleus;Nucleus, Laterodorsal Thalamic;Thalamic Nucleus, Laterodorsal;Laterodorsal nucleus, superficial part;Nucleus dorsalis lateralis thalami;Nucleus lateralis dorsalis of thalamus;Nucleus lateralis dorsalis thalami;Nucleus lateralis thalami dorsalis;Structure of lateral dorsal nucleus of thalamus;lateral dorsal nucleus (LDN)|C0228342|||C0228342|CHV;FMA;MSH;MTH;SNOMEDCT|||
LD|Lateral dorsal nucleus of thalamus;Nucleus lateralis dorsalis|C0228342;C1761577|||C0228342|FMA;SNOMEDCT|||
LD|Lateral dorsal nucleus of thalamus (body structure)||||C0228342|SNOMEDCT|||
LD|Learning disabilities;learning disabilities;learning disability|C0751265;C1321592|1|0.008|C0751265;C1321592|CHV;CSP;LCH;MEDLINEPLUS;MSH;MTH;OMIM;SNOMEDCT|1|0.114|1
LD|Legionnaires' disease|C0023241|||||1|0.0284|1
LD|Leishman-Donovan||||||||1
LD|Leishmania donovani|C0023273|||||1|0.0038|
LD|Lepidoglyphus destructor|C0446326|||||1|0.0038|
LD|Lombard-Dowell||||||||1
LD|Longissimus dorsi||||||1|0.0129|
LD|Lyme disease|C0024198|||||1|0.0351|
LD|Nucleus dorsalis superficialis (Hassler)||||C0228342|FMA|||
LD|Nucleus lateralis dorsalis (body structure)||||C0228342|SNOMEDCT|||
LD|Structure of lateral dorsal nucleus of thalamus (body structure)||||C0228342|SNOMEDCT|||
LD|epilepsy, progressive myoclonus type 2A, Lafora disease (laforin)||||C1414435|HUGO|||
LD|labor and delivery||||||||1
LD|laboratory data|C1705214|||||||1
LD|labyrinthine defect||||||||1
LD|lactate dehydrogenase|C0022917|1|0.966|C0022917;C0202113|CHV;CSP;LCH;LNC;MSH;MTH;NCI;NDFRT;SNOMEDCT|1|0.101|1
LD|lamina densa|C0085872;C1167354;C1235665|||C0085872;C1167354;C1235665|FMA;GO;MTH;NCI;UWDA|1|0.0071|
LD|laser Doppler|C0430489|||||1|0.0305|1
LD|last dose||||||||1
LD|lateral dorsal||||||1|0.0046|
LD|laterodorsal||||||1|0.0042|
LD|latissimus dorsi|C0224362;C1305028|||C0224362;C1305028|CHV;FMA;SNOMEDCT;UWDA|1|0.0388|1
LD|latissimus dorsi muscle|C0224362|||||1|0.0046|
LD|learning disabled||||||1|0.0309|1
LD|learning disorder|C0023186|||C0023186|CHV;CSP;MSH;NCI;SNOMEDCT|||1
LD|left deltoid|C0694649|||||||1
LD|lesion depth||||||1|0.0063|
LD|lethal dose|C1443964|||C1443964|SNOMEDCT|1|0.005|1
LD|leukodystrophy|C0023520|||||||1
LD|lichenoid dysplasia||||||||1
LD|lidocaine|C0023660|||C0023660|AOD;CHV;CSP;LNC;MSH;MTH;MTHFDA;MTHSPL;NCI;NDFRT;PDQ;RXNORM;SNOMEDCT;USPMG;VANDF|1|0.0046|
LD|light|C0023693;C1306462;C1881376|||||1|0.0559|
LD|light difference||||||||1
LD|light differentiation||||||||1
LD|light duty||||||||1
LD|light-dark||||||||1
LD|light-dark cycle|C2718082|||C2718082|MSH|1|0.0205|
LD|limb deformity|C0239337|||||1|0.0092|
LD|limit of detection|C2718050|||C2718050|MSH|1|0.0046|
LD|limited|C0439801|||C0439801|CHV;LNC;SNOMEDCT|1|0.0042|
LD|limited disease||||||||1
LD|limiting dilution||||||1|0.018|
LD|linear dichroism||||||1|0.0263|1
LD|linguodistal||||||||1
LD|lipoatrophic diabetes|C0011859;C0221032;C1720860|||C0011859;C0221032;C1720860|CHV;MSH;OMIM;SNOMEDCT|||
LD|lipodystrophy|C0023787|||C0023787|AOD;CHV;COSTAR;CSP;CST;ICD9CM;MSH;MTH;NDFRT;OMIM;SNOMEDCT|1|0.0142|1
LD|lithium diluent||||||||1
LD|lithium discontinuation||||||||1
LD|liver disease|C0023895|||C0023895|CCS;CHV;COSTAR;DXP;MSH;NCI;SNOMEDCT|||1
LD|living donor|C0348050|1|0.002|C0348050|CHV;MSH|1|0.0146|1
LD|loading dose||1|0.002|||1|0.0084|1
LD|local deviation||||||||1
LD|long days||||||1|0.0367|
LD|long dialysis||||||||1
LD|long dwell||||||||1
LD|longissimus|C0224306;C0448358|||||1|0.0042|
LD|longissimus muscle|C0224306|||||1|0.0025|
LD|longitudinal diameter||||||||1
LD|low density||||||1|0.0125|1
LD|low dose;low-dose|C0445550;C1708745|||C0445550;C1708745|CHV;LNC;NCI;SNOMEDCT|1|0.0259|1
LD|lumen diameter||||||1|0.005|
LD|luminance-defined||||||1|0.0038|
LD|lung destruction||||||||1
LD|lymphocyte defined||||||||1
LD|lymphocyte depletion|C0024257|||C0024257|CHV;MSH;SNOMEDCT|||1
LD|lymphocytic depletion||||||1|0.0042|
LD|lymphocytically determined||||||||1
LD|nucleus|C0007610|||||1|0.0042|
LD|patients with limited disease||||||1|0.0163|
LD|photoperiod|C0162811|||||1|0.0038|
LD|under light-dark||||||1|0.0121|
LEEP|LEEP;leep;Loop Electrosurgical Excision Procedure;Loop electrosurgical excision procedure;Loop electrosurgical excision procedure, NOS;loop electrosurgical excision procedure;loop electrosurgical excision procedure (LEEP);loop excision|C0184930|1|1|C0184930|CHV;MTHICD9;NCI;SNOMEDCT|1|1|1
LEEP|Loop Electrosurgical Excision||||C0184930|NCI|||
LEEP|Loop electrosurgical excision procedure (procedure)||||C0184930|SNOMEDCT|||
LEEP|left end-expiratory pressure||||||||1
LE|<=||||C0439090|SNOMEDCT|||
LE|<= (qualifier value)|C1285164|||C0439090|SNOMEDCT|||
LE|Antigen, Le;Antigens, Le;Le Antigen;Le Antigens;BLOOD GROUP--LEWIS SYSTEM;Blood-Group System, Lewis;Lewis Blood Group System;Lewis Blood-Group System;Lewis blood group system;System, Lewis Blood-Group;ISBT system 007;ISBT system LE;L little e NOS Ag;Le NOS AG;Le not otherwise specified AG;Le not otherwise specified Antigen;Lewis System;Lewis system;System, Lewis;Lewis group|C0023595|||C0023595|LCH;LNC;MSH;MTH;NDFRT;OMIM;SNOMEDCT|||
LE|HPS4;HPS4 GENE;HPS4 gene;Hermansky-Pudlak syndrome 4;KIAA1667|C1423767|||C1423767|HUGO;MTH;OMIM|||
LE|HuIFN-alpha||||||1|0.0096|
LE|LB||||C0023190|NCI|||
LE|LBN|C0023190;C1426383|||C0023190|NCI|||
LE|LE;Le|C0439090;C1423767|||C0023190;C0023595;C0439090;C1423767|HUGO;NCI;OMIM|||
LE|LEBANON;Lebanon;lebanon|C0023190|||C0023190|AOD;CHV;CSP;LCH;MSH;MTH;NCI;SNOMEDCT|||
LE|Lateral epicondylitis|C0039516|||||1|0.0096|
LE|Le(a) Blood Group System||||C0023595|MSH;NDFRT|||
LE|Lebanon (geographic location)||||C0023190|SNOMEDCT|||
LE|Leonard||||||||1
LE|Less Than or Equal To;Less Than or Equal to;Less than or equal|C0439090|||C0439090|HL7V2.5;HL7V3.0;MTH;NCI|||
LE|Less-than-or-equal symbol <=||||C0439090|SNOMEDCT|||
LE|Less-than-or-equal symbol <= (qualifier value)||||C0439090|SNOMEDCT|||
LE|Lesser Than or Equal To||||C0439090|NCI|||
LE|Leu-enkephalin|C0014294;C1418447|||||1|0.0139|
LE|Leukocyte elastase;leukocyte elastase|C0064833;C1414369|||C0064833;C1414369|CSP;HUGO;MSH;MTH;NDFRT;SNOMEDCT|1|0.0193|
LE|Lewis||||||1|0.0622|1
LE|Lewis Blood-Group System [Chemical/Ingredient]||||C0023595|NDFRT|||
LE|Lewis blood group system (qualifier value)||||C0023595|SNOMEDCT|||
LE|Long Evans;Long-Evans|C2697858|||||1|0.2283|1
LE|Long-Evans rats|C0324537|||||1|0.0193|
LE|Loteprednol etabonate|C0126177|||||1|0.0161|
LE|labelling efficiency||||||1|0.0075|
LE|labor epidural||||||||1
LE|law enforcement|C0162469|||C0162469|AOD;CHV;MSH|||
LE|left ear|C0229299;C1289055|||C0229299;C1289055|CHV;FMA;HL7V2.5;NCI;SNOMEDCT;UWDA|1|0.0064|1
LE|left eye|C0229090|||C0229090|CHV;FMA;HL7V2.5;SNOMEDCT;UWDA|1|0.0129|1
LE|leg exercise|C0454361|||||1|0.0075|
LE|leg extension||||||1|0.0075|
LE|lens epithelial||||||1|0.0064|
LE|lens extraction|C0197689;C0197717|||||||1
LE|leucine enkephalin|C0014294|||||1|0.0182|1
LE|leukocyte esterase|C0125619;C0427760|1|0.690|||1|0.03|1
LE|leukoerythrogenic||||||||1
LE|life events|C0557155|||||1|0.0107|
LE|life expectancy|C0023671|||C0023671|AOD;CHV;CSP;LCH;LNC;MSH|1|0.0332|
LE|liquid-expanded||||||1|0.0107|
LE|live embryo||||||||1
LE|liver extract|C0023899|||||1|0.0107|
LE|local excision|C0278259|||||1|0.0193|1
LE|low-energy||||||1|0.0225|
LE|lower extremity|C0023216|1|0.268|C0023216|AOD;CHV;CST;FMA;LNC;MSH;MTH;NCI;SNOMEDCT;UWDA|1|0.0364|1
LE|luminal epithelial||||||1|0.0064|
LE|luminal epithelium||||||1|0.0332|
LE|lupus erythematosus|C0409974|1|0.006|C0409974|CHV;ICD9CM;LCH;LNC;MTH;NCI;SNOMEDCT|1|0.329|1
LE|lymphedema|C0024236|1|0.006|||1|0.0129|
LE|sinemet-levodopa||1|0.002|||||
LFT|Function Test, Liver;Function Tests, Liver;Liver Function Test;Liver Function Tests;Liver function test;Liver function tests;Liver function tests NOS;Test, Liver Function;Tests, Liver Function;liver function test;liver function tests;test liver function;LFT;LFT's;LFT - Liver function test;Liver Study;liver studies;liver study;Liver funct. test -gen.;liver panel;liver panels;liver test;liver testing;liver tests|C0023901|1|1|C0023901|AOD;CHV;LCH;MSH;MTH;MTHMST;NCI;SNOMEDCT|1|1|1
LFT|Hepatic function panel;function hepatic panel;hepatic function panel|C0023901;C0812554|||C0023901|CHV;SNOMEDCT|||
LFT|Hepatic function panel (procedure)||||C0023901|SNOMEDCT|||
LFT|Liver function tests (& [general]);Liver function tests (& general);Liver function tests - general||||C0023901|SNOMEDCT|||
LFT|Liver function tests (& [general]) (procedure);Liver function tests (& general) (procedure);Liver function tests - general (procedure)||||C0023901|SNOMEDCT|||
LFT|Liver function tests (procedure);Liver function tests NOS (procedure)||||C0023901|SNOMEDCT|||
LFT|lateral femoral torsion||||||||1
LFT|latex fixation test|C0023117|||||||1
LFT|latex flocculation test||||||||1
LFT|left front transverse||||||||1
LFT|localized fibrous tumor|C1266119|||||||1
LFT|low flap transverse||||||||1
LFT|low-frequency tetanic||||||||1
LFT|low-frequency transduction||||||||1
LFT|low-frequency transfer||||||||1
LFT|lung function test|C0024119|||C0024119|AIR;CHV;MSH;NCI|||1
LIMA|Lima;lima|C1047251|||C1047251|CHV;NCBI|||
LIMA|large intestinal mucin antigen||||||1|0.0263|
LIMA|left internal mammary artery|C0447054|1|1.000|||1|0.9737|1
LMP|Date last menstrual period;Date of last menstrual period;date of last menstrual period|C0425932;C0488490|||C0425932|CHV;LNC;MTH;SNOMEDCT|||
LMP|Date of last menstrual period (observable entity)||||C0425932|SNOMEDCT|||
LMP|LMP;lmp;LMP - Last menstrual period;Last Menstrual Period;Last menstrual period;last menstrual period|C0425932|1|1|C0425932|CHV;LNC;NCI;SNOMEDCT|1|0.2586|1
LMP|latent membrane protein||||||1|0.4116|1
LMP|left mentum posterior||||||||1
LMP|low malignant potential||||||1|0.3113|1
LMP|low molecular mass polypeptide||||||1|0.0185|
LMP|lumbar puncture|C0037943;C0553794;C1548878|||||||1
LP|LIVER PANCREAS ANTIGEN;O-PHOSPHOSERINE tRNA-SELENOCYSTEINE tRNA SYNTHASE;SEPSECS;SEPSECS gene|C2239920|||C2239920|HUGO;MTH;OMIM|||
LP|LP|C0037943;C0228341;C2239920|||C0037943;C0228341;C2239920|FMA;NCI;OMIM|||
LP|LP - Lumbar puncture|C0037943|||C0037943|SNOMEDCT|||
LP|Lateral Posterior Nucleus;Lateral posterior nucleus;Nucleus, Lateral Posterior;lateral posterior nucleus;Lateral Posterior Thalamic Nucleus;Lateral posterior thalamic nucleus;Laterodorsal nucleus, caudal part;Nucleus lateralis posterior thalami;Nucleus lateralis thalami posterior;Structure of lateral posterior nucleus of thalamus|C0228341|||C0228341|FMA;MSH;SNOMEDCT|1|0.016|
LP|Lateral Posterior Nucleus of the Thalamus;Lateral posterior nucleus of thalamus;Posterior lateral nucleus of thalamus|C0228341;C1761578|||C0228341|FMA;MTH;NCI;SNOMEDCT|||
LP|Lateral posterior nucleus of thalamus (body structure)||||C0228341|SNOMEDCT|||
LP|Legionella pneumophila|C0023238|||||1|0.0124|1
LP|Lipiodol|C0947677|||||1|0.0062|
LP|Lumbar Puncture;Lumbar Punctures;Lumbar puncture;Lumbar puncture, NOS;Puncture, Lumbar;Punctures, Lumbar;lumbar puncture;lumbar punctures|C0037943;C0553794;C1548878|1|0.978|C0037943;C0553794;C1548878|AOD;CHV;CSP;HL7V2.5;MSH;NCI;SNOMEDCT|1|0.0741|1
LP|Lumbar puncture (procedure)||||C0037943|SNOMEDCT|||
LP|Lumboperitoneal;lumboperitoneal||||||1|0.0108|1
LP|Lymphocyte proliferation;lymphocyte proliferation|C0596873|||C0596873|CHV;CSP;GO;LNC|1|0.017|
LP|Nucleus dorsocaudalis (Hassler)||||C0228341|FMA|||
LP|Nucleus lateralis posterior;nucleus lateralis posterior||||C0228341|FMA;SNOMEDCT|1|0.0067|
LP|Nucleus lateralis posterior (body structure)||||C0228341|SNOMEDCT|||
LP|Puncture, Spinal;Punctures, Spinal;Spinal Puncture;Spinal Punctures;Spinal puncture;spinal puncture;Rachicentesis;Spinal Tap;Spinal Taps;Spinal tap;Tap, Spinal;Taps, Spinal;spinal tap;spinal tapping;spinal taps|C0037943;C0553794|||C0037943|AOD;CHV;CSP;MSH;MTH;NCI;SNOMEDCT|||
LP|SLA|C1420083;C2239920|||C2239920|HUGO;OMIM|||
LP|SLA/LP||||C2239920|HUGO|||
LP|SOLUBLE LIVER ANTIGEN|C0142996;C2239920|||C2239920|OMIM|||
LP|Sep (O-phosphoserine) tRNA:Sec (selenocysteine) tRNA synthase||||C2239920|HUGO|||
LP|Spinal puncture and aspiration||||C0037943|SNOMEDCT|||
LP|Spinal tap (procedure)||||C0037943|SNOMEDCT|||
LP|Spinal tap (procedure) [Ambiguous]||||C0037943|SNOMEDCT|||
LP|Structure of lateral posterior nucleus of thalamus (body structure)||||C0228341|SNOMEDCT|||
LP|coefficient|C1707429|||||1|0.0072|
LP|diagnostic spinal tap||||C0037943|CHV|||
LP|hydraulic conductance||||||1|0.0118|
LP|hydraulic conductivity||||||1|0.0726|
LP|hydraulic permeability||||||1|0.0149|
LP|insulin lispro;lispro|C0293359|||C0293359|CHV;MSH;NDFRT|1|0.0051|
LP|labile peptide||||||||1
LP|labile protein||||||||1
LP|laboratory procedure|C0022885|||||||1
LP|lactic peroxidase||||||||1
LP|lactoperoxidase|C0022948;C1416903|||C0022948;C1416903|CHV;CSP;HUGO;MSH;MTH;NDFRT;OMIM|1|0.0154|
LP|lamina propria|C1179187|||C1179187|CHV;FMA;MSH;NCI;UWDA|1|0.0715|1
LP|large-plaque||||||1|0.0098|
LP|laryngopharyngeal|C0020629;C0023079|||||||1
LP|late potentials||||||1|0.0592|
LP|late proximal||||||1|0.0051|
LP|latency period|C0023103|||||1|0.0036|1
LP|latent period||||||1|0.0072|1
LP|lateral plantar||||||||1
LP|lateral posterior||||||1|0.0108|
LP|lateral prostate||||||1|0.0077|
LP|lateral pyloric||||||1|0.0237|
LP|lateral pylorus||||||||1
LP|lateralis posterior||||||||1
LP|lateroposterior thalamic nucleus||||||1|0.0026|
LP|latex particle|C0524643|||||||1
LP|leading pole||||||||1
LP|leg press||||||1|0.0057|
LP|legionella pneumonia|C0023241|||||1|0.0026|
LP|leukapheresis|C0023416|||C0023416|AOD;CHV;CSP;LCH;MSH;NCI;PDQ|1|0.0046|
LP|leukapheresis products||||||1|0.0057|
LP|leukocyte poor||||||||1
LP|leukocytic pyrogen||||||1|0.0196|1
LP|levator palati|C0448313|||||||1
LP|levator palpebrae||||||||1
LP|licensed practitioner||1|0.018|||||
LP|lichen planus|C0023646|||C0023646|AOD;CHV;COSTAR;CSP;DXP;ICD9CM;LCH;MSH;MTH;NCI;NDFRT;SNOMEDCT|1|0.1009|1
LP|ligamentum patellae|C0206332;C1305920|||||||1
LP|light peak||||||1|0.0046|
LP|light perception||||||1|0.0077|1
LP|lightly padded||||||||1
LP|linear prediction||||||1|0.0057|1
LP|linear programming|C0033349|||||1|0.0087|1
LP|lingua plicata|C0040412|||||||1
LP|linguopulpal||||||||1
LP|link protein|C0065011|||C0065011|CHV;CSP;MSH;MTH|1|0.0144|
LP|lipid panel|C0200382|||||||1
LP|lipid peroxidation|C0023775|||C0023775|CHV;MSH;NCI;SNOMEDCT|1|0.1338|
LP|lipid peroxide;lipid peroxides|C0023776|||C0023776|CHV;CSP|1|0.019|
LP|lipophorin|C0065050;C1153627|||||1|0.0057|
LP|lipoprotein;lipoproteins|C0023820|||C0023820|CHV;FMA;LNC;MSH;NCI;NDFRT;SNOMEDCT;UWDA|1|0.0345|1
LP|lipoprotein particles||||||1|0.0026|
LP|liver plasma||||||||1
LP|liver-pancreas|C1442317|||||||1
LP|long photoperiod||||||1|0.0082|
LP|loop-tail||||||1|0.0154|
LP|lost privileges||||||||1
