GroupID|RecordID|SF|SFUI|LF|LFUI|Source|LFEUI|Good
G158593|R399601|pp|S096499|pancreatic polypeptide|L123949|Berman||1
G158598|R409050|ppi|S096551|proton pump inhibitor|L135946|Stetson||1
G158598|R403301|ppi|S096551|proton pump inhibitor|L135946|Vanderbilt Clinic Notes||1
G158598|R405071|ppi|S096551|proton pump inhibitor|L135946|Vanderbilt Discharge Sums||1
G158637|R397508|ptt|S097168|part thromboplastin time|L124647|Berman||1
G158637|R397509|ptt|S097168|partial thromboplastin time|L124742|Berman||1
G158637|R408936|ptt|S097168|partial thromboplastin time|L124742|Stetson||1
G158637|R401460|ptt|S097168|partial thromboplastin time|L124742|Vanderbilt Clinic Notes||1
G158637|R405132|ptt|S097168|partial thromboplastin time|L124742|Vanderbilt Discharge Sums||1
G158663|R080734|qd|S097370|quaque die|L137384|UMLS||1
G158663|R402526|qd|S097370|quaque die|L137384|Vanderbilt Clinic Notes||1
G158671|R359386|qol|S097390|quality of life|L137183|ADAM||1
G158671|R359387|qol|S097390|quality-of-life|L137205|ADAM||1
G158671|R393560|qol|S097390|quality of life|L137183|Berman||1
G158674|R393568|qs|S097402|quantity sufficient|L137346|Berman||1
G158674|R405217|qs|S097402|quantity sufficient|L137346|Vanderbilt Discharge Sums||1
G158759|R363865|sds|S099950|sodium dodecyl sulfate|L148430|ADAM||1
G158759|R396495|sds|S099950|sodium dodecyl sulfate|L148430|Berman||1
G158850|R398248|tbi|S101519|total body irradiation|L158259|Berman||1
G158850|R402483|tbi|S101519|total body irradiation|L158259|Vanderbilt Clinic Notes||1
G158872|R370503|tid|S101823|three times daily|L156598|ADAM||1
G158872|R405514|tid|S101823|three times daily|L156598|Vanderbilt Discharge Sums||1
G158880|R371140|tmx|S101921|tamoxifen|L154570|ADAM||1
G158880|R394371|tmx|S101921|tamoxifen|L154570|Berman||1
G158880|R215470|tmx|S101921|tamoxifen|L154570|UMLS|E0059858|1
G158882|R312613|CBL|S012506|cord blood lymphocytes|L061633|ADAM||1
G158882|R001942|CBL|S012506|cord blood lymphocyte|L061632|UMLS|E0019021|1
G158882|R001943|CBL|S012506|cord-blood lymphocyte|L061645|UMLS|E0019021|1
G158885|R371429|tpa|S102058|tissue plasminogen activator|L157738|ADAM||1
G158885|R398862|tpa|S102058|tissue plasminogen activator|L157738|Berman||1
G158885|R398864|tpa|S102058|tissue type plasminogen activator|L157756|Berman||1
G158885|R405532|tpa|S102058|tissue plasminogen activator|L157738|Vanderbilt Discharge Sums||1
G158904|R386151|ts|S102222|tuberous sclerosis|L161590|ADAM||1
G158904|R399933|ts|S102222|tuberous sclerosis|L161590|Berman||1
G158949|R375301|vo2|S103230|oxygen uptake|L123284|ADAM||1
G158949|R396795|vo2|S103230|oxygen uptake|L123284|Berman||1
G158970|R376171|wbc|S103375|white blood cell count|L168536|ADAM||1
G158970|R376172|wbc|S103375|white blood cell counts|L168537|ADAM||1
G158970|R396811|wbc|S103375|white blood cell count|L168536|Berman||1
G158970|R405689|wbc|S103375|white blood cell count|L168536|Vanderbilt Discharge Sums||1
G159033|R294600|131I|S000419|radio-iodine|L137818|ADAM||1
G159033|R294603|131I|S000419|radioiodine|L137924|ADAM||1
G159036|R294615|13CRA|S000438|13-cis-retinoic acid|L000666|ADAM||1
G159036|R294616|13CRA|S000438|13-cis retinoic acid|L000665|ADAM||1
G159042|R294661|17-OHP|S000489|17 alpha-hydroxyprogesterone|L000730|ADAM||1
G159042|R294666|17-OHP|S000489|17 hydroxyprogesterone|L000738|ADAM||1
G159042|R294673|17-OHP|S000489|17-OH-progesterone|L000745|ADAM||1
G159042|R177157|17-OHP|S000489|17-hydroxyprogesterone|L000756|UMLS||1
G159064|R295036|2-MeOE2|S000694|2-methoxyestradiol|L001328|ADAM||1
G159064|R295041|2-MeOE2|S000694|2-methoxyoestradiol|L001331|ADAM||1
G159094|R295150|31p|S001077|Phosphorus-31|L026675|ADAM||1
G159094|R295151|31p|S001077|Phosphorus 31|L026674|ADAM||1
G159110|R295535|4V|S001388|fourth ventricle|L079316|ADAM||1
G159110|R172538|4V|S001388|fourth ventricle|L079316|UMLS|E0209392|1
G159118|R295566|5'GMP|S001426|guanosine 5'-monophosphate|L084055|ADAM||1
G159118|R295567|5'GMP|S001426|guanosine-5'-monophosphate|L084118|ADAM||1
G159132|R295764|5-HT-2|S001500|serotonin-2|L145319|ADAM||1
G159132|R295765|5-HT-2|S001500|serotonin 2|L145292|ADAM||1
G159153|R295737|5HT1B|S001675|5-hydroxytryptamine1B|L002507|ADAM||1
G159153|R248466|5HT1B|S001675|5-hydroxytryptamine 1B|L002466|UMLS||1
G159164|R295959|6-mp|S001798|6-mercaptopurine|L002695|ADAM||1
G159164|R389152|6-mp|S001798|6 mercaptopurine|L002622|Berman||1
G159191|R296079|8OHdG|S001965|8-hydroxy-2'-deoxyguanosine|L002911|ADAM||1
G159191|R296080|8OHdG|S001965|8-hydroxy-2-deoxyguanosine|L002915|ADAM||1
G159233|R301399|A-beta|S002268|amyloid beta-protein|L042348|ADAM||1
G159233|R301400|A-beta|S002268|amyloid beta protein|L042340|ADAM||1
G159233|R301401|A-beta|S002268|amyloid-beta protein|L042410|ADAM||1
G159233|R301410|A-beta|S002268|beta-amyloid protein|L049537|ADAM||1
G159246|R378798|CBT|S012543|carotid body tumor|L054560|ADAM||1
G159246|R378799|CBT|S012543|carotid body tumors|L054561|ADAM||1
G159246|R157658|CBT|S012543|carotid body tumor|L054560|UMLS|E0015394|1
G159246|R157659|CBT|S012543|carotid body tumour|L054562|UMLS|E0015394|1
G159246|R157660|CBT|S012543|carotid-body tumor|L054590|UMLS|E0015394|1
G159246|R157661|CBT|S012543|carotid-body tumour|L054591|UMLS|E0015394|1
G159298|R296508|AAO|S003205|anodic aluminum oxide|L042954|ADAM||1
G159298|R072942|AAO|S003205|anodic aluminium oxide|L042953|UMLS|E0759854|1
G159298|R072943|AAO|S003205|anodic aluminum oxide|L042954|UMLS|E0759855|1
G159318|R296817|AB|S003282|Asbestos body|L005779|ADAM||1
G159318|R000096|AB|S003282|asbestos body|L046740|UMLS|E0430215|1
G159326|R000116|AB|S003282|abortion|L037462|UMLS|E0006540|1
G159326|R405754|AB|S003282|abortion|L037462|Wikipedia||1
G159330|R296624|ABC|S003305|advanced breast cancer|L040121|ADAM||1
G159330|R000132|ABC|S003305|advanced breast cancer|L040121|UMLS|E0623924|1
G159341|R296648|ABEM|S003345|American Board of Emergency Medicine|L004539|ADAM||1
G159341|R222759|ABEM|S003345|American Board of Emergency Medicine|L004539|UMLS|E0722735|1
G159364|R296753|ABS|S003420|American Brachytherapy Society|L004559|ADAM||1
G159364|R077150|ABS|S003420|American Brachytherapy Society|L004559|UMLS|E0750243|1
G159377|R297374|AC|S003443|acute cholecystitis|L038697|ADAM||1
G159377|R043029|AC|S003443|acute cholecystitis|L038697|UMLS|E0007151|1
G159388|R296825|AC/A|S003452|accommodative convergence/accommodation|L037667|ADAM||1
G159388|R296826|AC/A|S003452|accommodative convergence to accommodation|L037666|ADAM||1
G159409|R296965|ACE|S003502|Angiotensin converting enzyme inhibitors|L005299|ADAM||1
G159409|R296966|ACE|S003502|Angiotensin-converting enzyme inhibitors|L005302|ADAM||1
G159417|R296995|ACG|S003541|anterior cingulate gyrus|L043087|ADAM||1
G159417|R133675|ACG|S003541|anterior cingulate gyrus|L043087|UMLS|E0430668|1
G159465|R297148|ACS|S003663|Acetyl-CoA synthetase|L003611|ADAM||1
G159465|R297158|ACS|S003663|acyl-CoA synthetase|L039165|ADAM||1
G159466|R297143|ACSM|S003668|American College of Sports Medicine|L004621|ADAM||1
G159466|R071236|ACSM|S003668|American College of Sports Medicine|L004621|UMLS|E0000293|1
G159599|R297592|ADK|S003992|adenylate kinase|L039668|ADAM||1
G159599|R038435|ADK|S003992|adenylate kinase|L039668|UMLS|E0007335|1
G159610|R301592|ADO|S004013|Amplatzer duct occluder|L005187|ADAM||1
G159610|R081206|ADO|S004013|Amplatzer duct occluder|L005187|UMLS|E0505461|1
G159655|R297752|AEF|S004127|amyloid enhancing factor|L042356|ADAM||1
G159655|R025212|AEF|S004127|amyloid enhancing factor|L042356|UMLS|E0315019|1
G159674|R298003|AF|S004153|aortic flow|L045589|ADAM||1
G159674|R223266|AF|S004153|aortic flow|L045589|UMLS|E0723227|1
G159712|R298024|AGA|S004235|anti-gliadin|L043863|ADAM||1
G159712|R298027|AGA|S004235|antigliadin|L044969|ADAM||1
G159716|R298038|AGC|S004241|advanced gastric cancer|L040131|ADAM||1
G159716|R223335|AGC|S004241|advanced gastric cancer|L040131|UMLS|E0755331|1
G159741|R377681|AH|S004308|Anterior Hypothalamus|L005394|ADAM||1
G159741|R223405|AH|S004308|anterior hypothalamus|L043140|UMLS|E0009316|1
G159747|R377688|AH|S004308|arterial hypertension|L046470|ADAM||1
G159747|R223416|AH|S004308|arterial hypertension|L046470|UMLS|E0755092|1
G159750|R377683|AH|S004308|aqueous humor|L046079|ADAM||1
G159750|R377685|AH|S004308|aqueous humour|L046080|ADAM||1
G159771|R298192|AHP|S004352|after-hyperpolarizing potential|L040320|ADAM||1
G159771|R298197|AHP|S004352|afterhyperpolarizing potential|L040329|ADAM||1
G159797|R298299|AID|S004445|autoimmune diseases|L047726|ADAM||1
G159797|R298300|AID|S004445|autoimmune disease|L047725|ADAM||1
G159814|R298380|AIP|S004518|acute intermittent porphyria|L038820|ADAM||1
G159814|R224225|AIP|S004518|acute intermittent porphyria|L038820|UMLS|E0210443|1
G159834|R377807|AK|S004571|actinic keratoses|L038283|ADAM||1
G159834|R377809|AK|S004571|actinic keratosis|L038284|ADAM||1
G159834|R022366|AK|S004571|actinic keratosis|L038284|UMLS|E0007062|1
G159843|R298749|AL|S004606|antennal lobe|L043047|ADAM||1
G159843|R076445|AL|S004606|antennal lobe|L043047|UMLS|E0581329|1
G159969|R299312|AN|S004978|Acetonitrile|L003609|ADAM||1
G159969|R224786|AN|S004978|acetonitrile|L037734|UMLS|E0203504|1
G159982|R312616|CCH|S012638|C-cell hyperplasia|L007875|ADAM||1
G159982|R312617|CCH|S012638|C cell hyperplasia|L007799|ADAM||1
G159982|R228324|CCH|S012638|C cell hyperplasia|L007799|UMLS|E0727285|1
G159982|R228325|CCH|S012638|C-cell hyperplasia|L007875|UMLS|E0727285|1
G159986|R299163|ANFs|S005029|auditory-nerve fibers|L047533|ADAM||1
G159986|R299164|ANFs|S005029|auditory nerve fibers|L047516|ADAM||1
G160002|R299259|ANS|S005090|1-anilino-8-naphthalene sulfonate|L000388|ADAM||1
G160002|R299260|ANS|S005090|1-anilino-8-naphthalene sulphonate|L000389|ADAM||1
G160002|R299261|ANS|S005090|1-anilino-8-naphthalenesulfonate|L000390|ADAM||1
G160002|R299262|ANS|S005090|1-anilino-naphthalene-8-sulfonate|L000391|ADAM||1
G160002|R299264|ANS|S005090|1-anilinonaphthalene-8-sulphonate|L000393|ADAM||1
G160002|R299265|ANS|S005090|8-anilino-1-naphthalene sulfonate|L002895|ADAM||1
G160002|R299267|ANS|S005090|8-anilino-1-naphthalene sulphonate|L002897|ADAM||1
G160002|R299268|ANS|S005090|8-anilino-1-naphthalenesulfonate|L002899|ADAM||1
G160042|R299911|AP|S005189|accessory pathway|L037632|ADAM||1
G160042|R299912|AP|S005189|accessory pathways|L037633|ADAM||1
G160042|R000564|AP|S005189|accessory pathway|L037632|UMLS|E0515643|1
G160053|R299903|AP|S005189|[14C]aminopyrine|L037055|ADAM||1
G160053|R299904|AP|S005189|[14C]-aminopyrine|L037049|ADAM||1
G160060|R299486|APA|S005248|aldosterone-producing adenoma|L040847|ADAM||1
G160060|R299487|APA|S005248|aldosterone-producing adenomas|L040848|ADAM||1
G160060|R299488|APA|S005248|aldosterone producing adenoma|L040838|ADAM||1
G160060|R016938|APA|S005248|aldosterone-producing adenoma|L040847|UMLS|E0208478|1
G160078|R299529|APC/C|S005283|anaphase-promoting complex/cyclosome|L042503|ADAM||1
G160078|R299530|APC/C|S005283|anaphase promoting complex/cyclosome|L042500|ADAM||1
G160078|R299531|APC/C|S005283|anaphase-promoting complex or cyclosome|L042502|ADAM||1
G160080|R301932|APCR|S005297|activated protein C resistance|L038359|ADAM||1
G160080|R301937|APCR|S005297|Resistance to activated protein C|L028861|ADAM||1
G160080|R133725|APCR|S005297|activated protein C resistance|L038359|UMLS|E0669000|1
G160101|R299701|APM|S005362|apical plasma membrane|L045702|ADAM||1
G160101|R225115|APM|S005362|apical plasma membrane|L045702|UMLS|E0724512|1
G160118|R299831|APS|S005474|Adult Protective Services|L003916|ADAM||1
G160118|R047794|APS|S005474|adult protective services|L040086|UMLS|E0462879|1
G160140|R300349|AR|S005563|androgen receptor|L042570|ADAM||1
G160140|R300350|AR|S005563|Androgen receptors|L005268|ADAM||1
G160140|R300351|AR|S005563|androgen-receptor|L042586|ADAM||1
G160140|R070070|AR|S005563|androgen receptor|L042570|UMLS|E0356494|1
G160154|R300327|AR|S005563|access recirculation|L037612|ADAM||1
G160154|R070092|AR|S005563|access recirculation|L037612|UMLS|E0569812|1
G160185|R300141|ARD|S005597|acute respiratory disease|L039063|ADAM||1
G160185|R300142|ARD|S005597|acute respiratory diseases|L039064|ADAM||1
G160185|R000664|ARD|S005597|acute respiratory disease|L039063|UMLS|E0007208|1
G160197|R300190|ARI|S005629|acute respiratory infections|L039069|ADAM||1
G160197|R300191|ARI|S005629|acute respiratory infection|L039068|ADAM||1
G160197|R300193|ARI|S005629|acute respiratory tract infection|L039071|ADAM||1
G160197|R028539|ARI|S005629|acute respiratory infection|L039068|UMLS|E0321232|1
G160220|R300278|ARS|S005679|autonomous replication sequences|L047929|ADAM||1
G160220|R300280|ARS|S005679|autonomously replicating sequence|L047932|ADAM||1
G160220|R300281|ARS|S005679|autonomously replicating sequences|L047936|ADAM||1
G160220|R226865|ARS|S005679|autonomously replicating sequence|L047932|UMLS|E0724556|1
G160220|R226866|ARS|S005679|autonomous replicating sequence|L047927|UMLS|E0724557|1
G160220|R226867|ARS|S005679|autonomous replication sequence|L047928|UMLS|E0724558|1
G160234|R300315|ARVD|S005701|atherosclerotic renovascular disease|L047062|ADAM||1
G160234|R094704|ARVD|S005701|atherosclerotic renovascular disease|L047062|UMLS|E0630716|1
G160238|R300186|ARi|S005708|activation-recovery interval|L038428|ADAM||1
G160238|R300187|ARi|S005708|activation-recovery intervals|L038429|ADAM||1
G160253|R302084|AS|S005711|alternative splicing|L041667|ADAM||1
G160253|R056355|AS|S005711|alternative splicing|L041667|UMLS|E0755369|1
G160292|R300493|ASD|S005860|arthroscopic subacromial decompression|L046596|ADAM||1
G160292|R031320|ASD|S005860|arthroscopic subacromial decompression|L046596|UMLS|E0724332|1
G160298|R300505|ASES|S005870|aerosol solvent extraction system|L040229|ADAM||1
G160298|R224996|ASES|S005870|aerosol solvent extraction system|L040229|UMLS|E0724299|1
G160330|R300643|ASP|S005970|asparaginase|L046794|ADAM||1
G160330|R015690|ASP|S005970|asparaginase|L046794|UMLS|E0010735|1
G160342|R300659|ASSC|S005995|Acute splenic sequestration crisis|L003817|ADAM||1
G160342|R224695|ASSC|S005995|acute splenic sequestration crisis|L039084|UMLS|E0724082|1
G160344|R300674|AST|S006006|acute suppurative thyroiditis|L039092|ADAM||1
G160344|R000777|AST|S006006|acute suppurative thyroiditis|L039092|UMLS|E0724078|1
G160347|R300693|ASV|S006019|avian sarcoma virus|L048113|ADAM||1
G160347|R083771|ASV|S006019|avian sarcoma virus|L048113|UMLS|E0610480|1
G160360|R302168|AT|S006030|active tension|L038504|ADAM||1
G160360|R067787|AT|S006030|active tension|L038504|UMLS|E0746663|1
G160361|R302212|AT|S006030|atropine|L047304|ADAM||1
G160361|R067800|AT|S006030|atropine|L047304|UMLS|E0011081|1
G160367|R300732|AT1-RA|S006077|receptor antagonist|L138946|ADAM||1
G160367|R300733|AT1-RA|S006077|receptor antagonists|L138956|ADAM||1
G160430|R301060|AUC|S006354|concentration time-curve|L060484|ADAM||1
G160430|R301062|AUC|S006354|concentration vs time curves|L060486|ADAM||1
G160440|R301260|AV|S006387|assisted ventilation|L046930|ADAM||1
G160440|R023926|AV|S006387|assisted ventilation|L046930|UMLS|E0723528|1
G160454|R301105|AVDo2|S006420|arteriovenous difference of oxygen|L046555|ADAM||1
G160454|R301107|AVDo2|S006420|arteriovenous oxygen difference|L046567|ADAM||1
G160458|R301130|AVE|S006421|active voluntary euthanasia|L038508|ADAM||1
G160458|R040670|AVE|S006421|active voluntary euthanasia|L038508|UMLS|E0723482|1
G160471|R301214|AVR|S006467|ascending vasa recta|L046749|ADAM||1
G160471|R076082|AVR|S006467|ascending vasa recta|L046749|UMLS|E0580737|1
G160529|R297306|Ach-R|S006736|acetylcholine receptor|L037842|ADAM||1
G160529|R297307|Ach-R|S006736|acetylcholine receptors|L037848|ADAM||1
G160534|R297021|Acla|S006763|aclarubicin|L038090|ADAM||1
G160534|R127096|Acla|S006763|aclarubicin|L038090|UMLS|E0300092|1
G160548|R301505|Ad2|S006860|adenovirus type 2|L039620|ADAM||1
G160548|R196362|Ad2|S006860|adenovirus type 2|L039620|UMLS|E0708091|1
G160560|R297699|AdV|S006910|adenovirus vectors|L039641|ADAM||1
G160560|R076266|AdV|S006910|adenovirus vector|L039640|UMLS|E0751574|1
G160623|R301897|AoF|S007474|aortic flow|L045589|ADAM||1
G160623|R266740|AoF|S007474|aortic flow|L045589|UMLS|E0723227|1
G160630|R299600|ApD|S007502|action potential duration|L038304|ADAM||1
G160630|R299601|ApD|S007502|action potential durations|L038309|ADAM||1
G160633|R299708|ApN|S007505|Adiponectin|L003876|ADAM||1
G160633|R110895|ApN|S007505|adiponectin|L039751|UMLS|E0223630|1
G160676|R300285|Ars|S007748|p-azophenylarsonate|L123405|ADAM||1
G160676|R226902|Ars|S007748|p-azophenylarsonate|L123405|UMLS|E0724577|1
G160681|R302109|As|S007761|aortic stenosis|L045607|ADAM||1
G160681|R302111|As|S007761|aortic valve stenosis|L045626|ADAM||1
G160703|R300982|Atr|S007862|atropine|L047304|ADAM||1
G160703|R224109|Atr|S007862|atropine|L047304|UMLS|E0011081|1
G160719|R302273|B(a)P|S007971|benzo(a)pyrene|L049120|ADAM||1
G160719|R302274|B(a)P|S007971|benzo[a]pyrene|L049145|ADAM||1
G160720|R302275|B(a)p|S007973|benzo(a)pyrene|L049120|ADAM||1
G160720|R302276|B(a)p|S007973|benzo[a]pyrene|L049145|ADAM||1
G160771|R302469|BAH|S008502|bilateral adrenal hyperplasia|L049886|ADAM||1
G160771|R069792|BAH|S008502|bilateral adrenal hyperplasia|L049886|UMLS|E0569320|1
G160794|R302558|BAT|S008602|blunt abdominal trauma|L050945|ADAM||1
G160794|R074278|BAT|S008602|blunt abdominal trauma|L050945|UMLS|E0660922|1
G160801|R302731|BB|S008627|Brattleboro|L007520|ADAM||1
G160801|R155893|BB|S008627|Brattleboro|L007520|UMLS|E0236202|1
G160830|R302739|BCAAs|S008711|branched-chain amino acids|L051919|ADAM||1
G160830|R302740|BCAAs|S008711|branched chain amino acids|L051900|ADAM||1
G160863|R302763|BCa|S008881|breast carcinoma|L052041|ADAM||1
G160863|R059336|BCa|S008881|breast carcinoma|L052041|UMLS|E0523102|1
G160865|R304977|BChl|S008887|bacteriochlorophyll|L048422|ADAM||1
G160865|R100573|BChl|S008887|bacteriochlorophyll|L048422|UMLS|E0011728|1
G160877|R303057|BDI|S008926|Bile duct injury|L007062|ADAM||1
G160877|R243767|BDI|S008926|bile duct injury|L049975|UMLS|E0748198|1
G160890|R303130|BECTS|S008974|benign childhood epilepsy with centrotemporal spikes|L049026|ADAM||1
G160890|R303131|BECTS|S008974|Benign epilepsy with centrotemporal spikes|L006954|ADAM||1
G160910|R303342|BF|S009020|basal forebrain|L048593|ADAM||1
G160910|R220128|BF|S009020|basal forebrain|L048593|UMLS|E0721073|1
G160948|R303459|BHC|S009120|benzene hexachloride|L049099|ADAM||1
G160948|R072335|BHC|S009120|benzene hexachloride|L049099|UMLS|E0012395|1
G160955|R378189|BHLH|S009139|basic helix-loop-helix|L048697|ADAM||1
G160955|R378190|BHLH|S009139|basic-helix-loop-helix|L048736|ADAM||1
G160955|R378191|BHLH|S009139|basic helix loop helix|L048695|ADAM||1
G160981|R303580|BIS|S009231|Barratt Impulsivity Scale|L006692|ADAM||1
G160981|R059203|BIS|S009231|Barratt Impulsivity Scale|L006692|UMLS|E0522082|1
G160992|R303611|BK(Ca)|S009255|Ca2+-activated K+ channels|L008376|ADAM||1
G160992|R303612|BK(Ca)|S009255|calcium-activated potassium channels|L053115|ADAM||1
G160996|R303626|BKD|S009265|bacterial kidney disease|L048392|ADAM||1
G160996|R038758|BKD|S009265|bacterial kidney disease|L048392|UMLS|E0423775|1
G161112|R304171|BPF|S009658|brain parenchymal fraction|L051796|ADAM||1
G161112|R221510|BPF|S009658|brain parenchymal fraction|L051796|UMLS|E0721806|1
G161145|R305190|BRET|S009789|bioluminescence resonance energy transfer|L050254|ADAM||1
G161145|R068315|BRET|S009789|bioluminescence resonance energy transfer|L050254|UMLS|E0566880|1
G161174|R304483|BSH|S009891|bile salt hydrolase|L049989|ADAM||1
G161174|R222451|BSH|S009891|bile salt hydrolase|L049989|UMLS|E0755635|1
G161190|R304572|BSS|S009936|balanced salt solution|L048468|ADAM||1
G161190|R222471|BSS|S009936|balanced salt solution|L048468|UMLS|E0755586|1
