GroupID|RecordID|SF|SFUI|NormSF|LF|LFUI|NormLF|Source|SFEUI|LFEUI|Type|PrefSF|Score|Count|Frequency|UMLS.CUI|error|action
|R196246|RAP1|S059717|rap1|Ras-associated protein-1|L028516||UMLS|E0708011|E0708008|acronym||||||duplicate|retire
|R196480|RCA|S059903|rca|Rubisco activase|L029425|Rubisco activase|UMLS|E0708199|E0708196|abbreviation||||||duplicate|retire
|R196481|RCA|S059903|rca|rubisco activase|L143373|Rubisco activase|UMLS|E0708199|E0708196|abbreviation||||||duplicate|retire
|R196614|RDA|S059983|rda|retro Diels-Alder|L141950||UMLS|E0708351|E0741818|acronym||||||duplicate|retire
|R196615|RDA|S059983|rda|retro-Diels-Alder|L141953||UMLS|E0708351|E0741818|acronym||||||duplicate|retire
|R196758|RDS|S060020|rds|retinal degeneration slow|L141692||UMLS|E0708444||acronym||||||duplicate|retire
|R196774|Tre|S072786|tre|rectal temperature|L139921|rectal temperature|UMLS|E0708456|E0319097|abbreviation||||||duplicate|retire
|R196888|REB|S060056|reb|rebamipide|L138863|rebamipide|UMLS|E0708512|E0305307|abbreviation||||||duplicate|retire
|R196889|REB|S060056|reb|reboxetine|L138867|reboxetine|UMLS|E0708512|E0407727|abbreviation||||||duplicate|retire
|R196911|rec|S098379|rec|recombinant|L139263|recombinant|UMLS|E0708539|E0052222|abbreviation||||||duplicate|retire
|R196917|rec|S098379|rec|receptor|L138915|receptor|UMLS|E0708541|E0052187|abbreviation||||||duplicate|retire
|R196918|rec|S098379|rec|recombination|L139823|recombination|UMLS|E0708541|E0052226|abbreviation||||||duplicate|retire
|R197027|RED|S060063|red|NADPH-cytochrome P450 reductase|L023660||UMLS|E0708575|E0708574|abbreviation||||||duplicate|retire
|R197028|RED|S060063|red|NADPH:cytochrome P450 reductase|L023669||UMLS|E0708575|E0708574|abbreviation||||||duplicate|retire
|R197029|RED|S060063|red|NADPH-cytochrome P-450 reductase|L023658||UMLS|E0708575|E0708574|abbreviation||||||duplicate|retire
|R197030|RED|S060063|red|NADPH: cytochrome P450 reductase|L023667||UMLS|E0708575|E0708574|abbreviation||||||duplicate|retire
|R197031|RED|S060063|red|NADPH:cytochrome P-450 reductase|L023668||UMLS|E0708575|E0708574|abbreviation||||||duplicate|retire
|R197032|RED|S060063|red|NADPH: cytochrome P-450 reductase|L023666||UMLS|E0708575|E0708574|abbreviation||||||duplicate|retire
|R197033|RED|S060063|red|reductase|L140151|reductase|UMLS|E0708575|E0052371|abbreviation||||||duplicate|retire
|R197160|ref|S098425|ref|reference|L140172|reference|UMLS|E0708692|E0052412|abbreviation||||||duplicate|retire
|R197262|REF|S060076|ref|regional ejection fraction|L140325|regional ejection fraction|UMLS|E0708725|E0708695|acronym||||||duplicate|retire
|R197268|REL|S060088|rel|relapse|L140505|relapse|UMLS|E0708729|E0052598|abbreviation||||||duplicate|retire
|R197269|REL|S060088|rel|relative|L140541|relative|UMLS|E0708729|E0052610|abbreviation||||||duplicate|retire
|R197272|REL|S060088|rel|relative|L140541|relative|UMLS|E0708730|E0052609|abbreviation||||||duplicate|retire
|R197275|rel|S098440|rel|relative|L140541|relative|UMLS|E0708731|E0052609|abbreviation||||||duplicate|retire
|R197462|RER|S060148|rer|rough endoplasmic reticulum|L143318|rough endoplasmic reticulum|UMLS|E0708849|E0319494|acronym||||||duplicate|retire
|R197472|RES|S060153|res|resveratrol|L141598|resveratrol|UMLS|E0708856|E0236204|abbreviation||||||duplicate|retire
|R197497|RET|S060161|ret|reticulocyte|L141645|reticulocyte|UMLS|E0708866|E0069884|abbreviation||||||duplicate|retire
|R197498|RET|S060161|ret|receptor tyrosine kinase|L139115|receptor tyrosine kinase|UMLS|E0708866|E0409096|abbreviation||||||duplicate|retire
|R197522|REMD|S060121|remd|rapid eye movement sleep deprivation|L138165|rapid eye movement sleep deprivation|UMLS|E0708883|E0708881|acronym||||||duplicate|retire
|R197523|REMD|S060121|remd|rapid-eye-movement sleep deprivation|L138230|rapid eye movement sleep deprivation|UMLS|E0708883|E0708881|acronym||||||duplicate|retire
|R197592|RF|S060175|rf|radiofrequency|L137875|radiofrequency|UMLS|E0708938|E0051820|acronym||||||duplicate|retire
|R197593|RF|S060175|rf|radio frequency|L137750|radiofrequency|UMLS|E0708938|E0051820|acronym||||||duplicate|retire
|R197594|RF|S060175|rf|radio-frequency|L137789|radiofrequency|UMLS|E0708938|E0051820|acronym||||||duplicate|retire
|R197612|RFE|S060195|rfe|radiofrequency energy|L137880|radiofrequency energy|UMLS|E0708951|E0580855|acronym||||||duplicate|retire
|R197613|RFE|S060195|rfe|radio frequency energy|L137753|radiofrequency energy|UMLS|E0708951|E0580855|acronym||||||duplicate|retire
|R197614|RFE|S060195|rfe|radio-frequency energy|L137792|radiofrequency energy|UMLS|E0708951|E0580855|acronym||||||duplicate|retire
|R197656|RFP|S060217|rfp|RET finger protein|L028169|RET finger protein|UMLS|E0708982|E0708978|acronym||||||duplicate|retire
|R197657|RFP|S060217|rfp|Ret finger protein|L028905|RET finger protein|UMLS|E0708982|E0708978|acronym||||||duplicate|retire
|R197658|RFP|S060217|rfp|ret finger protein|L141601|RET finger protein|UMLS|E0708982|E0708978|acronym||||||duplicate|retire
|R198170|RGN|S060256|rgn|regucalcin|L140384|regucalcin|UMLS|E0709215|E0636649|abbreviation||||||duplicate|retire
|R198188|RGP|S060259|rgp|rabies glycoprotein|L137613|rabies glycoprotein|UMLS|E0709230|E0670335|acronym||||||duplicate|retire
|R198189|Rgp|S061825|rgp|rabies glycoprotein|L137613|rabies glycoprotein|UMLS|E0709230|E0670335|acronym||||||duplicate|retire
|R198202|RGU|S060271|rgu|regional glucose utilisation|L140327|regional glucose utilisation|UMLS|E0709246|E0709244|acronym||||||duplicate|retire
|R198203|RGU|S060271|rgu|regional glucose utilization|L140328|regional glucose utilisation|UMLS|E0709246|E0709244|acronym||||||duplicate|retire
|R198213|RHD|S060290|rhd|runt homology domain|L143404|runt homology domain|UMLS|E0709257|E0709256|acronym||||||duplicate|retire
|R198960|RIF|S060361|rif|rifampin|L142705|rifampin|UMLS|E0709485|E0053595|abbreviation||||||duplicate|retire
|R198961|RIF|S060361|rif|rifampicin|L142701|rifampicin|UMLS|E0709485|E0053594|abbreviation||||||duplicate|retire
|R199389|RIN|S060401|rin|ripening inhibitor|L143008||UMLS|E0709558|E0709555|abbreviation||||||duplicate|retire
|R199390|RIN|S060401|rin|ripening-inhibitor|L143009||UMLS|E0709558|E0709555|abbreviation||||||duplicate|retire
|R199509|HV|S032952|hv|high voltage|L087805|high voltage|UMLS|E0709635|E0757809|acronym||||||duplicate|retire
|R199652|RL|S060477|rl|lung resistance|L105428|lung resistance|UMLS|E0709734|E0709728|acronym||||||duplicate|retire
|R200852|ROT|S060817|rot|rotenone|L143314|rotenone|UMLS|E0710161|E0053832|abbreviation||||||duplicate|retire
|R200896|RP|S060823|rp|ribosomal protein|L142533|ribosomal protein|UMLS|E0710239|E0053545|acronym||||||duplicate|retire
|R200960|RPM|S060922|rpm|revolution per minute|L142236|revolution per minute|UMLS|E0710311|E0053371|acronym||||||duplicate|retire
|R200973|RPO|S060929|rpo|RNA polymerase|L028219|RNA polymerase|UMLS|E0710317|E0005058|abbreviation||||||duplicate|retire
|R200974|RPO|S060929|rpo|RNA-polymerase|L028263|RNA polymerase|UMLS|E0710317|E0005058|abbreviation||||||duplicate|retire
|R201075|RPR|S060933|rpr|reaper|L138856|reaper|UMLS|E0710374|E0206530|abbreviation||||||duplicate|retire
|R201198|RPTC|S060976|rptc|rat proximal tubular cell|L138523|rat proximal tubular cell|UMLS|E0710466|E0710465|acronym||||||duplicate|retire
|R201472|RS|S061098|rs|Reed-Sternberg|L028707||UMLS|E0710606|E0052393|acronym||||||duplicate|retire
|R201484|Rs|S062115|rs|Spearman's correlation coefficient|L031444|Spearman correlation coefficient|UMLS|E0710609|E0710583|acronym||||||duplicate|retire
|R201485|Rs|S062115|rs|Spearman correlation coefficient|L031443|Spearman correlation coefficient|UMLS|E0710609|E0710584|acronym||||||duplicate|retire
|R201488|rs|S099129|rs|Spearman's correlation coefficient|L031444|Spearman correlation coefficient|UMLS|E0710609|E0710583|acronym||||||duplicate|retire
|R201489|rs|S099129|rs|Spearman correlation coefficient|L031443|Spearman correlation coefficient|UMLS|E0710609|E0710584|acronym||||||duplicate|retire
|R201548|RSI|S061129|rsi|relative signal intensity|L140646|relative signal intensity|UMLS|E0710664|E0710662|acronym||||||duplicate|retire
|R201609|RT|S061179|rt|room temperature|L143154|room temperature|UMLS|E0710732|E0053783|acronym||||||duplicate|retire
|R201642|RT|S061179|rt|rainbow trout|L138008|rainbow trout|UMLS|E0710733|E0051912|acronym||||||duplicate|retire
|R201644|RT|S061179|rt|retention time|L141616|retention time|UMLS|E0710734|E0710717|acronym||||||duplicate|retire
|R201645|RT|S061179|rt|transepithelial resistance|L159481|transepithelial resistance|UMLS|E0710734|E0691991|acronym||||||duplicate|retire
|R201646|RT|S061179|rt|trans-epithelial resistance|L159051||UMLS|E0710734|E0691991|acronym||||||duplicate|retire
|R201647|RT|S061179|rt|total vascular resistance|L158662|total vascular resistance|UMLS|E0710734|E0710728|acronym||||||duplicate|retire
|R201648|RT|S061179|rt|tissue resistance|L157744|tissue resistance|UMLS|E0710734|E0710729|acronym||||||duplicate|retire
|R201649|RT|S061179|rt|thalamic reticular nucleus|L155925|thalamic reticular nucleus|UMLS|E0710734|E0710731|acronym||||||duplicate|retire
|R201681|RTM|S061237|rtm|transmesothelial electrical resistance|L160178|transmesothelial electrical resistance|UMLS|E0710765|E0710763|acronym||||||duplicate|retire
|R201836|RVV|S061397|rvv|recombinant vaccinia virus|L139808|recombinant vaccinia virus|UMLS|E0710929|E0710925|acronym||||||duplicate|retire
|R201946|S|S062205|s|Salmonella|L029981|Salmonella|UMLS|E0710969|E0433317|abbreviation||||||duplicate|retire
|R201947|S|S062205|s|Schistosoma|L030314|Schistosoma|UMLS|E0710969|E0433354|abbreviation||||||duplicate|retire
|R201948|S|S062205|s|Shigella|L030824|Shigella|UMLS|E0710969|E0005402|abbreviation||||||duplicate|retire
|R201949|S|S062205|s|Spirillum|L031527|Spirillum|UMLS|E0710969|E0005467|abbreviation||||||duplicate|retire
|R201950|S|S062205|s|Staphylococcus|L031789|Staphylococcus|UMLS|E0710969|E0710968|abbreviation||||||duplicate|retire
|R201952|S|S062205|s|Saccharomyces|L029846|Saccharomyces|UMLS|E0710969|E0005290|abbreviation||||||duplicate|retire
|R201953|S|S062205|s|Schizosaccharomyces|L030345|Schizosaccharomyces|UMLS|E0710969|E0302266|abbreviation||||||duplicate|retire
|R201954|S|S062205|s|Schizo-saccharomyces|L030337||UMLS|E0710969|E0302266|abbreviation||||||duplicate|retire
|R201955|S|S062205|s|Stenotrophomonas|L031905|Stenotrophomonas|UMLS|E0710969|E0346111|abbreviation||||||duplicate|retire
|R201956|S|S062205|s|Serratia|L030650|Serratia|UMLS|E0710969|E0342628|abbreviation||||||duplicate|retire
|R201958|S|S062205|s|Scedosporium|L030267|Scedosporium|UMLS|E0710969|E0342316|abbreviation||||||duplicate|retire
|R201965|S.|S062415|s|Streptococcus|L031995|Streptococcus|UMLS|E0710969|E0348633|abbreviation||||||duplicate|retire
|R202029|S|S062205|s|saline|L143572|saline|UMLS|E0710986|E0054182|abbreviation||||||duplicate|retire
|R202034|S|S062205|s|solid|L148758|solid|UMLS|E0710986|E0056646|abbreviation||||||duplicate|retire
|R202036|S|S062205|s|soluble|L148891|soluble|UMLS|E0710987|E0056677|abbreviation||||||duplicate|retire
|R202037|S|S062205|s|systolic|L154374|systolic|UMLS|E0710987|E0059731|abbreviation||||||duplicate|retire
|R202054|SA|S063115|sa|South Asian|L031383|South Asian|UMLS|E0711024|E0711008|acronym||||||duplicate|retire
|R202148|SAC|S063165|sac|saccharin|L143475|saccharin|UMLS|E0711103|E0054042|abbreviation||||||duplicate|retire
|R202153|SACI|S063173|saci|Staphylococcus aureus Cowan strain I|L031797|Staphylococcus aureus Cowan strain I|UMLS|E0711107|E0711075|acronym||||||duplicate|retire
|R202154|SACI|S063173|saci|Staphylococcus aureus Cowan I|L031793|Staphylococcus aureus Cowan I|UMLS|E0711107|E0711074|acronym||||||duplicate|retire
|R202161|S. fragilis|S062640|s fragilis|Saccharomyces fragilis|L029868|Saccharomyces fragilis|UMLS|E0711110|E0655712|abbreviation||||||duplicate|retire
|R202172|S.|S062415|s|Saccharomyces|L029846|Saccharomyces|UMLS|E0711112|E0005290|abbreviation||||||duplicate|retire
|R202255|SAF|S063208|saf|safflower oil|L143525|safflower oil|UMLS|E0711186|E0054127|abbreviation||||||duplicate|retire
|R202297|SAFA|S063214|safa|scaffold attachment factor A|L143840|scaffold attachment factor A|UMLS|E0711210|E0711187|acronym||||||duplicate|retire
|R202298|SAFA|S063214|safa|scaffold attachment factor-A|L143844|scaffold attachment factor A|UMLS|E0711210|E0711187|acronym||||||duplicate|retire
|R202299|SAF-A|S063210|saf_a|scaffold attachment factor A|L143840|scaffold attachment factor A|UMLS|E0711210|E0711187|acronym||||||duplicate|retire
|R202300|SAF-A|S063210|saf_a|scaffold attachment factor-A|L143844|scaffold attachment factor A|UMLS|E0711210|E0711187|acronym||||||duplicate|retire
|R202323|SAG|S063223|sag|surface antigen|L153551|surface antigen|UMLS|E0711227|E0059296|abbreviation||||||duplicate|retire
|R202330|SAg|S063406|sag|S antigen|L029473|S antigen|UMLS|E0711229|E0005587|abbreviation||||||duplicate|retire
|R202331|SAg|S063406|sag|S-antigen|L029537|S antigen|UMLS|E0711229|E0005587|abbreviation||||||duplicate|retire
|R202332|SAg|S063406|sag|soluble antigen|L148965|soluble antigen|UMLS|E0711229|E0711211|abbreviation||||||duplicate|retire
|R202336|SAG|S063223|sag|superantigen|L153127|superantigen|UMLS|E0711230|E0409135|abbreviation||||||duplicate|retire
|R202337|SAG|S063223|sag|super-antigen|L153105||UMLS|E0711230|E0409135|abbreviation||||||duplicate|retire
|R202338|SAg|S063406|sag|superantigen|L153127|superantigen|UMLS|E0711230|E0409135|abbreviation||||||duplicate|retire
|R202339|SAg|S063406|sag|super-antigen|L153105||UMLS|E0711230|E0409135|abbreviation||||||duplicate|retire
|R202347|SAGM|S063236|sagm|saline-adenine-glucose-mannitol|L143580||UMLS|E0711234||acronym||||||duplicate|retire
|R202375|SAL|S063254|sal|saline|L143572|saline|UMLS|E0711264|E0054183|abbreviation||||||duplicate|retire
|R202376|SAL|S063254|sal|salsolinol|L143644|salsolinol|UMLS|E0711264|E0511814|abbreviation||||||duplicate|retire
|R202377|SAL|S063254|sal|salbutamol|L143550|salbutamol|UMLS|E0711264|E0054163|abbreviation||||||duplicate|retire
|R202378|SAL|S063254|sal|salicylic acid|L143564|salicylic acid|UMLS|E0711264|E0054176|abbreviation||||||duplicate|retire
|R202379|SAL|S063254|sal|salmeterol|L143616|salmeterol|UMLS|E0711264|E0354526|abbreviation||||||duplicate|retire
|R202380|SAL|S063254|sal|salicylate|L143557|salicylate|UMLS|E0711264|E0054172|abbreviation||||||duplicate|retire
|R202381|SAL|S063254|sal|salinomycin|L143583|salinomycin|UMLS|E0711264|E0655628|abbreviation||||||duplicate|retire
|R202382|SAL|S063254|sal|schisanhenol|L143988|schisanhenol|UMLS|E0711264|E0405906|abbreviation||||||duplicate|retire
|R202383|SAL|S063254|sal|sodium salicylate|L148550|sodium salicylate|UMLS|E0711264|E0056579|abbreviation||||||duplicate|retire
|R204837|MSCT|S045468|msct|multislice computed tomography|L114175||UMLS|E0712082|E0712071|acronym||||||duplicate|retire
|R204838|MSCT|S045468|msct|multi-slice computed tomography|L113606||UMLS|E0712082|E0712071|acronym||||||duplicate|retire
|R205091|HBD|S030399|hbd|human beta defensin|L089634|human beta defensin|UMLS|E0712288|E0712283|acronym||||||duplicate|retire
|R205092|HBD|S030399|hbd|human beta-defensin|L089641|human beta defensin|UMLS|E0712288|E0712283|acronym||||||duplicate|retire
|R205093|HBD|S030399|hbd|human β defensin|L091091||UMLS|E0712288|E0712283|acronym||||||duplicate|retire
|R205094|HBD|S030399|hbd|human β-defensin|L091098||UMLS|E0712288|E0712283|acronym||||||duplicate|retire
|R205303|SCK|S063711|sck|serum creatine kinase|L145447|serum creatine kinase|UMLS|E0712396|E0712387|acronym||||||duplicate|retire
|R205382|SCM|S063731|scm|sex comb on midleg|L145844||UMLS|E0712453||acronym||||||duplicate|retire
|R205399|SCO|S063748|sco|scopolamine|L144077|scopolamine|UMLS|E0712463|E0054710|abbreviation||||||duplicate|retire
|R205412|Scr|S066802|scr|serum creatinine|L145451|serum creatinine|UMLS|E0712472|E0210208|acronym||||||duplicate|retire
|R205425|SCR1|S063790|scr1|short consensus repeat 1|L146187|short consensus repeat 1|UMLS|E0712476|E0741794|acronym||||||duplicate|retire
|R205427|SCR1|S063790|scr1|Saccharomyces cerevisiae redoxyendonuclease gene 1|L029861||UMLS|E0712477||acronym||||||duplicate|retire
|R205429|SCR1|S063790|scr1|suppression of cycloheximide resistance gene 1|L153407||UMLS|E0712478||acronym||||||duplicate|retire
|R205434|SCR2|S063791|scr2|short consensus repeat 2|L146188|short consensus repeat 2|UMLS|E0712480|E0741793|acronym||||||duplicate|retire
|R205436|SCR2|S063791|scr2|Saccharomyces cerevisiae redoxyendonuclease gene 2|L029862||UMLS|E0712481||acronym||||||duplicate|retire
|R205438|SCR2|S063791|scr2|suppression of cycloheximide resistance gene 2|L153408||UMLS|E0712482||acronym||||||duplicate|retire
|R205564|post-SCT|S096453|post_sct|post stem cell transplantation|L131728|post stem cell transplantation|UMLS|E0712530|E0712528|acronym||||||duplicate|retire
|R205565|post-SCT|S096453|post_sct|post-stem cell transplantation|L131973|post stem cell transplantation|UMLS|E0712530|E0712528|acronym||||||duplicate|retire
|R205566|post-SCT|S096453|post_sct|post-stem-cell transplantation|L131974|post stem cell transplantation|UMLS|E0712530|E0712528|acronym||||||duplicate|retire
|R205567|post-SCT|S096453|post_sct|post-stem-cell-transplantation|L131975|post stem cell transplantation|UMLS|E0712530|E0712528|acronym||||||duplicate|retire
|R205570|pre-SCT|S096675|pre_sct|pre-stem cell transplantation|L133019||UMLS|E0712538||acronym||||||duplicate|retire
|R205587|SCT|S063809|sct|salmon calcitonin|L143622|salmon calcitonin|UMLS|E0712557|E0712531|acronym||||||duplicate|retire
|R205659|SD|S063842|sd|Shine-Dalgarno sequence|L030840||UMLS|E0712592|E0712590|acronym||||||duplicate|retire
|R205660|SD|S063842|sd|Sprague Dawley rat|L031592|Sprague Dawley rat|UMLS|E0712592|E0342468|acronym||||||duplicate|retire
|R205661|SD|S063842|sd|Sprague-Dawley rat|L031595|Sprague Dawley rat|UMLS|E0712592|E0342468|acronym||||||duplicate|retire
|R205671|SDC|S063865|sdc|syndecan|L154165|syndecan|UMLS|E0712608|E0306052|abbreviation||||||duplicate|retire
|R205719|FNF|S025133|fnf|fibronectin fragment|L077443|fibronectin fragment|UMLS|E0712622|E0712620|acronym||||||duplicate|retire
|R205852|SEA|S063967|sea|Southeast Asian|L031401|Southeast Asian|UMLS|E0712816|E0712774|acronym||||||duplicate|retire
