LF1|LF2|Synonym
β-site amyloid precursor protein-cleaving enzyme-1|beta-amyloid precursor protein cleaving enzyme 2|N
human adenovirus type 40|human adenovirus 24|N
herbal medicine|legal medicine|N
a disintegrin and metalloproteinase-15|A disintegrin and metalloprotease-8|N
Toll-interleukin 1 receptor domain-containing adapter-inducing interferon-β|Toll-interleukin-1 receptor domain-containing adaptor inducing IFN-beta|Y
a disintegrin and metalloprotease 4|a disintegrin and metalloproteinase 33|N
Physical Medicine and Rehabilitation|physical medicine and rehabilitation|Y
benzo(a)pyrene diol epoxide DNA adduct|benzo[a]pyrene diol epoxide DNA adduct level|Y
American Society of Anesthesiology Grade III|American Society of Anaesthesiologists Grade 3|Y
ras-related GTP-binding protein 1c|ras-related GTP-binding protein 11|N
cluster of differentiation antigen 11b|cluster of differentiation antigen 37|N
1,25-Dihydroxyvitamin D|25-hydroxyvitamin D3|N
β2-glycoprotein-I|β(2)-glycoprotein 1|Y
American Society of Anaesthesiologists grade I|American Society of Anesthesiologists Class 2|N
computerized axial tomography|computed axial tomography|Y
emergency medical technician|emergency medical attendant|Y
ecological risk assessment|ecological momentary assessment|N
peroxisome-proliferator-activated receptor-γ co-activator-1α|peroxisome proliferator-activated receptor-gamma co-activator-1alpha|Y
live attenuated influenza vaccine|live attenuated influenza virus|N
American Society of Anaesthesiologists grade 1|American Society of Anaesthesiologists class I|Y
human adenovirus serotype 17|human adenovirus serotype 42|N
electrothermal atomic absorption spectrometry|electrothermal atomic absorption spectrometric|Y
nuclear magnetic resonance data|nuclear magnetic resonance|N
perineal|perianal|N
sry-type high-mobility-group box 9|SRY-type high mobility group box 9|Y
ribosomal protein gene|ribosomal protein S6 kinase|N
American Society of Anaesthesiologists Class III|American Society of Anaesthesiology class II|N
ferric reducing antioxidant power assay|ferric reducing antioxidant power|N
immunoglobulin C α|immunoglobulinG|N
developmental pluripotency associated 3|developmental pluripotency-associated 3|Y
T-cell receptor α|T cell receptor V α 14|N
human adenovirus type 37|human rhinovirus type 2|N
extracellular signal-regulated protein kinases|extracellular signal-regulated protein kinase 2|N
uncoordinated protein 68|uncoordinated protein 13|N
american society of anesthesiologists|American Society of Anaesthesiologists grade 3|N
β-amyloid precursor protein-cleaving enzyme-2|beta-site amyloid precursor protein cleaving enzyme|N
transcription factor B|transcription factor σ B|N
x-ray cross complementing group 1|x-ray repair cross-complementing group 1|Y
human immunodeficiency viral|human immunodeficiency virus type 1|N
focal glomerulonephritis|focal sclerosing glomerulonephritis|N
cluster of differentiation antigen 97|cluster of differentiation 28|N
electron probe X-ray microanalyser|electron probe x-ray micro analysis|Y
tumor necrosis factor receptor superfamily|tumor necrosis factor receptor superfamily member 8|N
interleukine-3 receptor-alpha|interleukine-13 receptor α1-chain|N
type 2 corticotropin-releasing-hormone receptor|corticotropin-releasing hormone receptor-2|Y
interleukine-13 receptor α2-chain|interleukin-13 receptor α-1 chain|N
murine tumour necrosis factor-α|human tumor necrosis factor|N
cap binding protein|zinc binding protein|N
American Society of Anaesthesiology|American Society of Anaesthesiology class IV|N
carcinoma of the prostate|cancer of the prostate|Y
interleukin|interleukin 1|N
lymphokine-activated killer|lymphokine-activated killing|Y
T helper 1 type response|T helper 1 type immune response|Y
S-phase kinase-associated protein-2|S-phase kinase-associated protein 2|Y
senescence-associated β galactosidase|senescence-associated beta galactosidase|Y
simian T-cell lymphotropic virus|human T-cell lymphotropic virus|N
prostaglandin G/H synthase-2|prostaglandin H synthase|N
Kruppel-like factor 8|Krüppel like factor|N
brain endothelial cell|endothelial cell|N
ethoxyresorufin O-dealkylase|Benzyloxyresorufin O-dealkylase|N
ER-α knockout mouse|ER-β knockout mouse|N
American Society of Anaesthesiologists Status III|American Society of Anesthesiology physical status|N
Losartan Intervention For Endpoint reduction in hypertension|Losartan Intervention For Endpoint reduction|Y
a disintegrin and metalloproteinase with thrombospondin motifs-1|a disintegrin and metalloprotease with thrombospondin motifs|N
soluble IL-1 receptor|soluble IL-2-receptor|N
glutamate receptor-interacting protein|glutamate-receptor interacting protein 1|Y
receptor-like protein tyrosine phosphatase zeta|receptor-like protein tyrosine phosphatase-ψ|N
insulin-like growth factor II mRNA binding protein 1|insulin-like growth factor-II messenger RNA-binding protein 2|N
transforming growth factor α|human transforming growth factor β3|N
guanosine triphosphatase activating protein|guanosine triphosphate binding protein|N
peroxisome-proliferator-activated receptor α agonist|peroxisome proliferator-activated receptor gamma 1|N
TATA binding protein associated factor|TATA-binding protein-associated factor-17|N
testicular feminised mouse|testicular-feminized mouse|Y
iodine 131-labeled|iodine-124-labeled|N
peroxisome proliferator-activated receptor γ-2|peroxisome-proliferator-activated receptor alpha agonist|N
glucose transporter protein|glucose transporter protein 4|N
embryonic day 14|embryonic day 21|N
human adenovirus serotype 40|human adenovirus type 21|N
total peripheral vascular resistance|peripheral vascular resistance|N
interleukine-6 receptor α-chain|interleukine-15 receptor alpha|N
anti-cluster of differentiation antigen 19 monoclonal antibody|anti-cluster of differentiation antigen 20 antibody|N
human adenovirus serotype 13|human adenovirus serotype 42|N
cytochrome P450c17|cytochrome P450 2B10|N
7-ethoxyresorufin-O-deethylase|methoxyresorufin O-demethylase|N
interleukine-18 receptor-α|interleukin 8 receptor|N
Toronto Alexithymia Scale|26-item Toronto Alexithymia Scale|N
transforming growth factor beta type I receptor|type II transforming growth factor-beta receptor|N
interleukin-5 receptor α|interleukine 7 receptor-α|N
anti-IL-2 antibody|anti-IL 2 antibody|Y
anti-human T cell lymphotropic virus type-1 antibody|anti-human T-cell lymphotrophic virus type-I antibody|Y
growth hormone cell|growth hormone 1|N
cyclophosphamide, oncovin, procarbazine, prednisone|cyclophosphamide, oncovin, prednisone|N
anti-CTLA-4 antibody|anti-IL8 antibody|N
mitogen activated protein kinase kinase-4|mitogen-activated protein kinase kinase-2|N
Bardet-Biedl syndrome gene 7|Bardet-Biedl syndrome gene 10|N
cord-blood-derived|cord blood-derived|Y
peroxisome proliferator activated receptor gamma coactivator-1|peroxisome proliferator-activated receptor γ coactivator-1 α|N
parainfluenzavirus|parainfluenza virus 4|N
interleukin-6 receptor α|interleukin 3 receptor|N
delayed hypersensitivity|delayed-type-hypersensitivity|Y
endoplasmic reticulum targeted|endoplasmic reticulum-associated|N
toll-interleukin1 receptor domain-containing adapter inducing interferon β|Toll-interleukin-1 receptor domain-containing adaptor inducing IFN-beta|Y
American Society of Anaesthesiology Grade 3|American Society of Anaesthesiology score|N
American Society of Anaesthesiology|American Society of Anaesthesiologists grade 2|N
American Society of Anesthesiologists Grade III|American Society of Anesthesiologists class IV|N
beta-site APP cleaving enzyme 2|beta site APP-cleaving enzyme 2|Y
microtubule associated protein 1B|microtubule-associated protein 2|N
interferon-stimulated gene factor-3|interferon stimulated gene|N
human corticotrophin-releasing hormone|corticotropin-releasing-hormone|Y
flavin containing monooxygenase|flavin containing monooxygenase 4|N
cyclophosphamide, ccnu, vp 16, vincristine, platinol|cyclophosphamide, ccnu, vp 16, vincristine|N
palmitoyl-oleoyl phosphatidylglycerol|1-palmitoyl-2-oleoyl phosphatidylcholine|N
antiinterleukin 18 monoclonal antibody|anti-interleukin-2 receptor monoclonal antibody|N
anti-toll-like receptor 2 blocking antibody|anti-toll-like receptor 2 antibody|Y
F-18 fluoro-deoxy-glucose|18fluorodeoxyglucose|Y
anti-interleukin 10 antibody|antiinterleukin 17 antibody|N
interleukine-3 receptor α|interleukin 13 receptor α2-chain|N
natural killer cytotoxicity|natural cytotoxicity|Y
G-protein α2 inhibitory subunit|G protein alpha2 inhibitory subunit|Y
carboxy terminal trans-activation domain|carboxyterminal transactivation domain|Y
recombinant human transforming growth factor-β 1|recombinant human transforming growth factor beta2|N
poly(glycolic acid)|poly(acrylic acid)|N
collagen VIII α 1|collagen V α 2|N
American Society of Anesthesiology class|American Society of Anaesthesiology status 2|N
interleukine-13 receptor alpha1|interleukine-5 receptor α-chain|N
interleukine-13 receptor α 2 chain|interleukine 11 receptor α-chain|N
peroxisome proliferator activated receptor-alpha agonist|peroxisome proliferator activated receptor-γ2|N
sex determining region Y, box 3|sex-determining region Y, box 1|N
pertussis toxin sensitivity|pertussis toxin sensitive G protein|N
interleukin 12 receptor β 1 chain|interleukine-5 receptor α-chain|N
A disintegrin and metalloprotease 15|a disintegrin and metalloproteinase-23|N
sex-determining region Y-box 8|sex determining region Y-box 7|N
[14C]deoxyglucose|[14C]-2-deoxyglucose|Y
heat stable|heat-stable|Y
peroxisome proliferator-activated receptor gamma2|peroxisome proliferator-activated receptor-gamma co-activator-1|N
FADD-like interleukin-1 β-converting enzyme|FADD-like interleukin-1-beta-converting enzyme|Y
donor after cardiac death|donation after cardiac death|Y
American Society of Anaesthesiologists Status I|American Society of Anaesthesiology status 1|Y
A disintegrin and metalloproteinase|A disintegrin and metalloprotease 17|N
4th sacral vertebra|sacral vertebra 2|N
a disintegrin and metalloprotease 4|A disintegrin and metalloproteinase-11|N
chloromercuribenzoate|p-chloromercuribenzoate|N
interleukine 5 receptor α chain|interleukin 5 receptor alpha chain|Y
transforming growth factor type beta|transforming growth factor β type II receptor|N
a disintegrin and metalloprotease with thrombospondin motif-18|a disintegrin and metalloproteinase with thrombospondin motif-7|N
meningio-angiomatosis|meningeal gliomatosis|N
American Society of Anaesthesiology grade 5|American Society of Anesthesiology grade III|N
low pathogenic avian influenza H5 virus|low pathogenicity avian influenza H5 virus|Y
poly(L-lactic acid)|poly(DL-lactic acid)|N
matrix assisted laser desorption/ionisation time-of-flight mass spectrometric|surface enhanced laser desorption/ionisation time-of-flight mass spectrometry|N
noncontact bridging plate|non-contact-bridging plate|Y
sex determining region Y|sex determining region Y, box 1|N
insulin-like-growth-factor receptor|insulin-like growth factor receptor type 2|N
metabotropic glutamate receptor 2|metabotropic glutamate receptor 7|N
Rho-guanine dinucleotide phosphate dissociation inhibitor 1|Rho guanine nucleotide dissociation inhibitor α|N
Src homology 2-containing protein-tyrosine phosphatase-1|Src-homology-2 domain-containing protein tyrosine phosphatase 2|N
serum insulin-like growth factor I level|human insulin-like growth factor 1|N
hemolysin|hemolysin BL|N
transforming growth factor beta receptor-II|transforming growth factor-β type II receptor|Y
oral facial digital syndrome type V|orofacial digital syndrome|N
anti-IL13 monoclonal antibody|anti-IL 2R monoclonal antibody|N
human ovarian surface epithelium cell|human ovarian surface epithelium|Y
anti-IL-1alpha monoclonal antibody|anti-IL-2R alpha monoclonal antibody|N
intercellular adhesion molecule|Intercellular adhesion molecular-1|N
a disintegrin and metalloprotease|a disintegrin and metalloproteinase 11|N
beta site amyloid precursor protein cleaving enzyme-2|beta site amyloid precursor protein-cleaving enzyme 1|Y
human transforming growth factor β|recombinant human transforming growth factor β2|N
receptor protein tyrosine phosphatase-κ|receptor protein-tyrosine phosphatase ζ|N
human chorionic gonadotropin-β subunit|human chorionic gonadotropin β-subunit|Y
phosphatidylinositol 3 kinase|p110 phosphatidylinositol 3-kinase|N
American Society of Anesthesiologists Status 2|American Society of Anaesthesiologists class III|N
American Society of Anaesthesiology Class 1|American Society of Anesthesiology class 1|Y
cone beam computed tomography|chest computed tomography|N
benzobfluoranthene|benzo[k]fluoranthene|N
N-acetyltransferase-2|acetyltransferase|N
uncoordinated protein 93|uncoordinated protein 11|N
group IIa secretory phospholipase A(2)|group V secreted phospholipase A(2)|N
receptor-like protein tyrosine phosphatase-ψ|receptor-like protein-tyrosine phosphatase-alpha|N
American Society of Anaesthesiology grade 3|American Society of Anesthesiologists class 2|N
American Society of Anaesthesiology grade 2|American Society of Anesthesiologists Class 2|Y
TATA-binding protein-associated factor 15|TATA-binding protein associated factor-12|N
anti-IL-2 monoclonal antibody|anti-IL 1 alpha monoclonal antibody|N
retinoic acid receptor-related orphan receptor gamma-t|retinoic acid receptor-related orphan receptor γt|Y
interleukin 2 receptor alpha chain|interleukine 11 receptor α-chain|N
cAMP binding protein|fucose binding protein|N
American Society of Anaesthesiology Class IV|American Society of Anesthesiology grade 1|N
