LF1|LF2|Synonym
a disintegrin and metalloproteinase 12s|a disintegrin and metalloprotease 12s|Y
Philadelphia chromosome negative|Philadelphia chromosome positive|N
Anatomic Therapeutic Chemical Classification|Anatomic Therapeutic Chemical Classification System|Y
randomly amplified polymorphic DNA|random-amplified polymorphic DNA analysis|Y
chorionic gonadotropin|monkey chorionic gonadotropin|N
beta 1,4-galactosyltransferase|galactosyltransferase|Y
American Society of Health-System Pharmacists|American Society of Hospital Pharmacists|Y
complement C4b binding protein|complement component C4b binding protein|Y
intergenic transcribed spacer|internally transcribed spacer|Y
UDP glucuronosyltransferase|UDP glucuronyltransferase|Y
invitro|in vitro|Y
magnetoencephalographic|magnetoencephalography|Y
computed tomographic arterial portography|computed tomography arterial portography|Y
first transmembrane segment|first transmembrane domain|Y
angiotensin receptor type 1|angiotensin II receptor type 1|Y
ventricular extrastimulus|ventricular extrasystole|N
cytotoxic necrotising factor type 1|cytotoxic necrotising factor 1|Y
inductively coupled plasma source mass spectrometry|inductively coupled plasma mass spectrometer|Y
cardiac microvascular endothelial cell|coronary microvascular endothelial cell|Y
response element|responsive element|Y
vitamin D receptor|vitamin D receptor gene|N
multiple organ dysfunction syndrome|multiple organ dysfunction score|N
cholecystokinin type A receptor|cholecystokinin A receptor|Y
transmembrane domain 2|second transmembrane domain|Y
transmembrane domain 1|first transmembrane domain|Y
posttransplantation|posttransplant|Y
severe combined immunodeficiency disease|severe combined immune deficiency|Y
peptide tyrosine tyrosine|polypeptide tyrosine tyrosine|Y
Man Rogosa Sharpe agar|deMan Rogosa Sharpe agar|Y
transient receptor potential vanilloid receptor type 1|transient receptor potential vanilloid receptor subtype 1|Y
insulin degrading enzyme|insulin-degrading enzyme|Y
branched chain α-ketoacid dehydrogenase complex|branched-chain alpha-keto acid dehydrogenase complex|Y
prolyl hydroxylase domain protein 2|prolyl hydroxylase domain-containing protein 2|Y
phorbol myristic acetate|phorbol myristic acid|Y
microbacterium avium-intercellulare complex|Mycobacterium avium intracellulare complex|Y
hyaluronic acid binding protein|hyaluronan binding protein|Y
trans-oesophageal atrial pacing|transesophageal atrial pacing|Y
human adenovirus 6|human adenovirus type 6|Y
immune thrombocytopenic purpura|immune thrombo-cytopenia|Y
electroarteriography|electroantennography|N
vetricular ectopic beat|ventricular ectopic beat|Y
idiopathic pulmonary arterial hypertension|idiopathic pulmonary artery hypertension|Y
breast-conserving therapy|breast conserving therapy|Y
specific protein 1|specificity protein 1|Y
human parainfluenza virus type 1|human parainfluenza virus 1|Y
randomly amplified polymorphic DNA profile|random amplified polymorphic DNA profile|Y
enterotoxigenic E coli|enterotoxigenic Escherichia coli|Y
human beta defensin 3|human β-defensin 3|Y
concurrent chemoradiotherapy|concomitant chemoradiotherapy|Y
lateral occipital cortex|lateral occipital complex|Y
adaptor protein complex 2|adaptor protein 2|Y
protein phosphatase|phosphoprotein phosphatase|Y
isolated perfused kidney|isolated and perfused rat kidney|N
tonometric blood pressure|toe blood pressure|N
intavenous infusion|intravenous infusion|Y
water/trifluoroethanol|trifluorethanol|N
β-glycerophosphate|betaglycerophosphate|Y
anti-matrix metalloprotease 3 antibody|anti-matrix metalloproteinase-3 antibody|Y
vulvar intraepithelial neoplasia 1|vulvar intraepithelial neoplasia grade 1|Y
trehalose-6,6'-dimycolate|trehalose dimycolate|Y
phosphoinositide dependent kinase 1|phosphatidylinositol-dependent kinase 1|Y
recombination|recombinant|Y
Mitogen-activated protein kinase kinase 1|mitogen activated protein kinase kinase 1|Y
alpha, beta-methylene adenosine triphosphate|methylene adenosine triphosphate|Y
peroxisomal membrane protein|peroxisome membrane protein|Y
matrix metallopeptidase 9|matrix metalloprotease 9|Y
maturation phase promoting factor|metaphase promoting factor|N
injection drug user|injecting drug use|Y
American Society of Anaesthesiologists physical status IV|American Society of Anesthesiology physical status IV|Y
energy dispersive spectroscopy|energy dispersive spectrometry|Y
tissue-type transglutaminase|tissue trans-glutaminase|Y
ultrasound biomicroscopic|ultrasound biomicroscopy|Y
American Society of Anesthesiologists Grade I|American Society of Anaesthesiology status I|Y
variable heavy|variable heavy chain|Y
cytochrome oxidase subunit 1|cytochrome c oxidase subunit 1|Y
magnetocardiogram|magnetocardiography|Y
tumor-associated antigens|tumor-associated antigen|Y
cardiovascular disease risk|cerebrovascular disease risk|Y
Ran binding domain|RNA binding domain|N
necrosis factor receptor type I|soluble tumor necrosis factor receptor type I|Y
adenine nucleotide transporter|adenine nucleotide translocator|Y
X-ray cross complementing group 1|x-ray repair cross complementing group 1|Y
rat microvascular endothelial cell|retinal microvascular endothelial cell|N
ganglioside M1|ganglioside GM1|N
multiple endocrine neoplasia 2B|multiple endocrine neoplasia type 2B|Y
plethysmographic|plethysmography|Y
International Index of Erectile Function|international index of Erectile Function|Y
sodium polyethylene sulfonate|sodium polystyrene sulfonate|N
dimethylphenylisocyanide|dimethylphenylisonitrile|N
laterodorsal tegmentum|laterodorsal tegmental nucleus|Y
per anum|per annum|Y
Family Impact Scale|Fatigue Impact Scale|N
CTL precursor cell|precursor cell|N
acquired immunodeficiency syndrome|acquired immunodeficiency disease syndrome|Y
mitochondrial membrane potential|mitochondria membrane potential|Y
soluble intercellular adhesion molecule|soluble intercellular adhesion molecule 1|Y
adeno-associated virus|adenovirus-associated virus|Y
peristimulus time|poststimulus time|N
glutaryl coenzyme A dehydrogenase|glutaryl CoA dehydrogenase|Y
sustained virologic responder|sustained virological response|Y
cymbidium mosaic potexvirus|Cymbidium mosaic virus|Y
guanine nucleotide binding protein|nucleotide binding protein|N
ultrasound biomicroscope|ultrasound biomicroscopic|Y
anti-hepatitis B surface antigen|antihepatitis B surface antibody|N
benzo(a)pyrene|benzo[a]pyrene|Y
angiotensin type 1|angiotensin 2 type 1|Y
electronmicroscope|electronmicroscopy|Y
intraventricular septum|interventricular system|N
technetium-99m methoxyisobutylisonitrile|technetium-99m methoxy-isobutyl-isonitrile|Y
cranial computed tomography scan|cranial computerised tomography scan|Y
oxygen free radical|oxygen derived free radical|Y
computer tomography scanning|computed tomographic scanning|Y
pyrenylalanine|pyridylalanine|N
turnip mosaic potyvirus|Turnip mosaic virus|Y
transmural electrical stimulation|transcranial electrical stimulation|Y
soluble alkaline phosphatase|alkalinephosphatase|N
short interfering RNA|small interfering RNA|Y
forced swimming test|forced-swim test|Y
cytoplasmic phospholipase A2|cytosolic phospholipase A2|Y
methyl CpG binding domain|methyl CpG binding domain protein|Y
serum aspartate aminotransferase|soluble aspartate aminotransferase|Y
guanylate cyclase activating protein-2|guanylyl cyclase-activating protein II|Y
aminoterminal pro-brain-type natriuretic peptide|amino-terminal pro B-type natriuretic peptide|Y
temporal arteritis|temporal artery|N
flame atomic absorption spectrometric|flame atomic absorption spectrophotometry|Y
ventricular septal defect|ventricular septum defect|Y
fibroblast growth factor receptor 2|fibroblast growth factor receptor|N
acutely decompensated heart failure|acute decompensated heart failure|Y
individual participant data|individual patient datum|Y
DNA packaging site|DNA packaging|N
cementum attachment protein|cell attachment protein|N
x-ray repair cross complementing 1|x-ray repair cross-complementing protein 1|Y
retinoic acid receptor|retinoic acid receptor alpha|N
peritoneal mast cell|peritoneal mesothelial cell|N
toll/interleukin-1 receptor domain-containing adapter-inducing interferon β|Toll-interleukin-1 receptor domain-containing adaptor inducing IFN-beta|Y
human adenovirus type 24|human adenovirus serotype 24|Y
American Society of Anaesthesiology status IV|American Society of Anesthesiology grade 4|Y
American Society of Anesthesiology status V|American Society of Anaesthesiology class V|Y
recombinant murine β interferon|recombinant murine interferon β|Y
X-linked severe combined immunodeficiency|x linked severe combined immunodeficiency|Y
CCAAT enhancer binding protein alpha|CCAAT enhancer binding protein-α|Y
neural|neuronal|Y
phenylethylisothiocyanate|phenethylisothiocyanate|Y
a disintegrin and metalloprotease 3|a disintegrin and metalloproteinase 3|Y
artificial cerebral spinal fluid|artificial cerebrospinal fluid|Y
fluorescent|fluorescein|N
p-hydroxymercuribenzoic acid|p-hydroxymercuribenzoate|N
Mini Mental Status Exam|Mini Mental Status Examination|Y
secretory phospholipase A(2)-IIa|secretory phospholipase A2 group IIA|Y
large cell carcinoma|liver cell carcinoma|N
magnetisation prepared rapid gradient echo imaging|magnetisation prepared rapid gradient echo sequence|Y
lateral superior olive|lateral superior olivary nucleus|Y
glutamic oxalacetic transaminase|glutamine oxaloacetic transaminase|Y
S-adenosyl-L-methionine|adenosylmethionine|Y
factor VIII coagulant activity|factor VIII procoagulant activity|Y
a disintegrin and metalloprotease 17|A disintegrin and metalloproteinase 17|Y
phosphatidylinositol glycan class A|phosphatidyl inositol glycan A|Y
vibro-arthrographic|vibroarthrography|Y
Electrically evoked compound action potential|evoked compound-action potential|Y
Norwalk-like viruses|Norwalk-like virus|Y
malignant fibrous histiocytoma|malignant fibrous histocytoma|Y
post transplantation lymphoproliferative disorders|post-transplantation lymphoproliferative disease|Y
caloric restriction|calorie restriction|Y
receptor protein tyrosine phosphatase alpha|receptor-like protein tyrosine phosphatase alpha|Y
cord blood transplantation|cord blood transplant|Y
estrogen receptor alpha knockout|estrogen receptor alpha knockout mouse|Y
cytidinediphosphocholine|cytidine diphosphate choline|Y
N,N-diethylphenylacetamide|diethylphenylacetamide|Y
phosphoinositide dependent kinase 1|3-phosphoinositide-dependent protein kinase-1|Y
aspirin exacerbated respiratory disease|aspirin-exacerbated respiratory disease|Y
Bariatric analysis and reporting outcome system|Bariatric Analysis and Reporting Outcome System|Y
multirow detector computed tomography|multidetector row computerized tomography|Y
hypoxicischemic|hypoxia ischemia|Y
aminolevulinate synthase 2|5-aminolevulinate synthase|N
classical anti-neutrophil cytoplasmic antibody|classic anti-neutrophil cytoplasmic antibody|Y
glycyrrhizic acid|glycyrrhetinic acid|N
neutralisation test|neutralisation|N
non-rapid-eye-momement sleep|non-rapid eye movement sleep|Y
nucleic acid amplification technology|nucleic acid amplification test|Y
acetyl coenzyme A carboxylase 1|acetyl CoA carboxylase 1|Y
tetramethylphenylenediamine oxidase|N,N,N',N'-tetramethyl-p-phenylene diamine oxidase|Y
fast oxidative glycolytic fiber|fast twitch oxidative glycolytic fiber|Y
oral facial digital syndrome|oro-facio-digital syndrome|Y
laevonorgestrel intra-uterine system|levonorgestrel releasing intra-uterine system|Y
stromal cell derived factor 1|Stromal cell-derived factor|Y
gas chromatograph-mass spectrometer|gas chromatography mass spectrometry|Y
bronchial alveolar lavage fluid|bronchoalveolar lavage fluid|Y
coccygeal vertebra 1|1st coccygeal vertebra|Y
infantile polyarteritis nodosa|infantile periarteritis nodosa|Y
oxophytodienoic acid|12-oxo-phytodienoic acid|Y
experimental allergic encephalitis|experimental allergic encephalomyelitis|Y
antineutrophil cytoplasmic antibody|cytoplasmic antineutrophil cytoplasmic antibody|Y
dinitrophenylhydrazine|2,4-dinitrophenylhydrazine|Y
programmed death-1|Programmed Death-1|Y
computed tomographic colography|computed tomographic cisternography|N
differential interference contrast|differential interference contrast microscopy|Y
collagen VI α 2|collagen type VI α 2|Y
metabotropic glutamate receptor 2|metabotropic glutamate 2 receptor|Y
lymphoreticular system|lympho-reticular system|Y
human adenovirus 45|human adenovirus serotype 45|Y
pituitary adenylate cyclase-activating polypeptide type 1 receptor|pituitary adenylate cyclase-activating peptide type 1 receptor|Y
color Doppler ultrasonography|color Doppler ultrasound|Y
endothelial cell|epithelial cell|N
peak airway pressure|positive airway pressure|N
cytidine triphosphatase|cytosine triphosphatase|Y
American Society of Anesthesiology physical status 1|American Society of Anaesthesiology status 1|Y
meat-and-bone meal|meat and bone meal|Y
experimental auto-immune encephalomyelitis|experimental autoimmune encephalitis|Y
Highest Occupied Molecular Orbital|highest occupied molecular orbital|Y
iridocorneal endothelial syndrome|irido-corneo-endothelial syndrome|Y
pyroglutamyl peptidase II|pyroglutamyl aminopeptidase II|Y
anti-human T-cell lymphotrophic virus type-1 antibody|anti-human T cell lymphotropic virus-I antibody|Y
choriocarcinoma|cholangio-carcinoma|N
SPARC related modular calcium binding protein 1|SPARC related modular calcium binding 1|Y
inter-burst interval|interbreath interval|N
human T cell lymphotrophic virus-1|human T cell lymphotropic virus type 1|Y
ureterovesicular junction|urethrovesical junction|Y
