LF1|LF2|Synonym
anti-β-2-glycoprotein 1 antibody|anti-beta(2)-glycoprotein-I antibody|
IL-13 receptor alpha2 chain|IL13 receptor α 2 chain|
recombinant human transforming growth factor-β3|recombinant human transforming growth factor beta3|
α1-antichymotrypsin|alpha-1-anti-chymotrypsin|
anti-human T-cell lymphotropic virus-1 antibody|anti-human T-cell lymphotrophic virus 1 antibody|
interleukin-2 receptor α-chain|interleukin 2 receptor α-subunit|
effusion-associated lymphocyte|effusion associated lymphocyte|
anti-β-2 glycoprotein I antibody|anti-β2-glycoprotein-I antibody|
latent transforming growth factor beta binding protein-1|latent transforming growth factor beta binding protein 1|
toll/interleukin 1 receptor domain-containing adapter-inducing interferon-beta|Toll-interleukin-1 receptor domain-containing adapter-inducing interferon beta|
human T cell lymphotropic virus type 1-associated|human T-lymphotropic virus type I-associated|
β-amyloid precursor protein cleaving enzyme 1|β amyloid precursor protein cleaving enzyme 1|
matrix assisted laser desorption/ionization time of flight mass spectrometry|matrix-assisted laser desorption/ionisation time of flight mass spectrometric|
IL-13 receptor α 2-chain|IL-13 receptor α2 chain|
ω 3 fatty acid|ω3 fatty acid|
gas chromatography/high-resolution mass spectrometry|gas chromatography-high-resolution mass spectrometry|
neural precursor cell expressed, developmentally down-regulated 4|neural-precursor-cell-expressed, developmentally downregulated 4|
flattening-filter-free beam|flattening-filter free beam|
type II transforming growth factor-β receptor|transforming growth factor-β type II receptor|
T-cell-receptor-gammadelta-positive|T cell receptor-gamma delta-positive|
anti-β-2 glycoprotein I antibody|anti-beta2 glycoprotein I antibody|
anti-beta 2 glycoprotein-I antibody|anti-beta 2 glycoprotein 1 antibody|
β-2 glycoprotein-I|β-2 glycoprotein 1|
receptor-like protein-tyrosine phosphatase ζ|receptor-like protein-tyrosine phosphatase-zeta|
American Society of Anesthesiology Class II|American Society of Anesthesiologists Class II|
peptidyl-tRNA hydrolase|peptidyl-transfer RNA hydrolase|
colony-stimulating factor-I|colony stimulating factor-1|
toll-interleukin 1 receptor domain-containing adapter-inducing interferon beta|toll-interleukin1 receptor domain-containing adapter-inducing interferon-beta|
fluorine 18-fluoro-deoxyglucose|fluorine 18-labelled fluoro-deoxy-glucose|
spliced leader RNA|spliced-leader RNA|
human T cell leukemia virus type-1-infected|human T-cell leukemia virus type-I-infected|
conformal radiotherapy|conformal radiation therapy|
American Society of Anesthesiologists grade II|American Society of Anaesthesiology class II|
synaptosomal associated protein-25|25-kDa synaptosomal-associated protein|
toll-interleukin 1 receptor domain-containing adapter-inducing interferon beta|toll-interleukin1 receptor domain-containing adapter-inducing interferon-beta|
interleukin-13 receptor α 2-chain|interleukin 13 receptor alpha2 chain|
GTP binding protein betagamma subunit|GTP binding protein β-γ subunit|
anti-interleukin-4 receptor antibody|anti-interleukin 4 receptor antibody|
stromal-derived factor 1 alpha|stromal derived factor 1-alpha|
oestrogen receptor-β knockout|estrogen receptor-β knock out|
α-hydroxybutyrate-dehydrogenase|α hydroxybutyrate dehydrogenase|
neural precursor cell-expressed, developmentally down-regulated 2|neural-precursor-cell-expressed, developmentally downregulated 2|
toll/interleukin-1 receptor domain-containing adapter-inducing interferon-β|Toll/interleukin 1 receptor domain-containing adapter-inducing interferon-beta|
toll/interleukin1 receptor domain-containing adapter-inducing interferon β|toll-interleukin-1 receptor domain-containing adapter-inducing interferon-beta|
tumor necrosis factor-α receptor-1|tumor necrosis factor alpha receptor 1|
hemoglobin S-β thalassemia|haemoglobin S-β thalassaemia|
interleukin-2 receptor α-subunit|interleukin-2 receptor α-chain|
upflow anaerobic sludge bed|up-flow anaerobic sludge blanket|
α smooth muscle actin-negative|α-smooth muscle actin-negative|
anti-beta-2 glycoprotein-1 antibody|anti-beta-2 glycoprotein I antibody|
American Society of Anesthesiology Class 2|American Society of Anaesthesiology class 2|
cross-polarisation magic-angle-spinning nuclear magnetic resonance|cross-polarization magic angle spinning nuclear magnetic resonance|
antihepatitis B surface antigen|anti-hepatitis B surface antigen|
toll-interleukin 1 receptor domain-containing adapter-inducing interferon-β|Toll/interleukin-1 receptor domain-containing adaptor inducing IFN-β|
dendritic cell-specific intercellular adhesion molecule 3-grabbing non-integrin|dendritic cell-specific intercellular adhesion molecule-3-grabbing nonintegrin|
β(2) glycoprotein I|β-2-glycoprotein 1|
peroxisome proliferator-activated receptor gamma coactivator 1 alpha|peroxisome proliferator-activated receptor γ co-activator-1 α|
β-site amyloid precursor protein-cleaving enzyme 1|beta-site amyloid precursor protein-cleaving enzyme 1|
estrogen receptor-β knock-out|oestrogen receptor β knockout|
transforming growth factor-β-1|transforming growth factor beta|
phosphorylated glycogen synthase kinase-3 beta|phosphorylated glycogen synthase kinase-3β|
American Society of Anesthesiologists Status IV|American Society of Anaesthesiology class 4|
American Society of Anesthesiologists class 4|American Society of Anesthesiologists physical status IV|
interleukine 13 receptor α 2 chain|interleukine 13 receptor-α 2 subunit|
anti-β 2 glycoprotein I antibody|anti-beta 2 glycoprotein-I antibody|
anti-β-2 glycoprotein I antibody|anti-beta2-glycoprotein 1 antibody|
anti-beta-2-glycoprotein I antibody|anti-beta(2) glycoprotein-I antibody|
American Society of Anaesthesiologists Grade I|American Society of Anaesthesiology Grade 1|
human transforming growth factor β1|human transforming growth factor beta 1|
insulin-like growth factor-binding protein-related protein 1|insulin-like growth factor binding protein-related protein-1|
human t-cell lymphotrophic virus 1|human T-cell lymphotrophic virus-1|
interferon alpha2b-induced|interferon-alfa2b-induced|
ureterovesical junction|urethrovesical junction|
lipolysis stimulated receptor|lipolysis stimulated lipoprotein receptor|
estrogen receptor-β knock out|oestrogen receptor β knockout|
toll/interleukin-1 receptor domain-containing adapter-inducing interferon β|toll/interleukin 1 receptor domain-containing adapter-inducing interferon-β|
homozygous α-1 proteinase inhibitor deficiency|homozygous alpha 1-proteinase inhibitor deficiency|
oral-facial-digital syndrome type 1|oro-facio-digital syndrome type 1|
surface enhanced laser desorption/ionization time-of-flight mass spectrometry|surface-enhanced laser desorption/ionisation time-of-flight mass spectrometry|
American Society of Anesthesiologists class 1|American Society of Anesthesiology class I|
human T cell leukaemia virus type 1-infected|human T-cell leukaemia virus type I-infected|
visinin-like protein 1|visinin-like protein-1|
toll/interleukin-1 receptor domain-containing adaptor inducing IFN-beta|Toll-interleukin1 receptor domain-containing adapter-inducing interferon beta|
anti-beta-2-glycoprotein-1 antibody|anti-beta(2) glycoprotein-I antibody|
pro-apolipoprotein A-I|pro-apolipoprotein AI|
inhibitor κ-B|inhibitor κ B|
cellular Fas-associated death domain-like interleukin-1beta converting enzyme-inhibitory protein|cellular Fas-associated death domain-like interleukin-1β converting enzyme inhibitory protein|
T cell receptor gammadelta-positive|T cell receptor-gammadelta-positive|
American Society of Anaesthesiologists Grade 5|American Society of Anesthesiology Class V|
insulin-like growth factor II messenger RNA-binding protein-1|insulin-like growth factor-II mRNA binding protein 1|
pro-interleukin-1 alpha|pro-interleukin-I alpha|
anti-beta-2 glycoprotein-I antibody|anti-β-2 glycoprotein-I antibody|
Hodgkin and Reed-Sternberg|Hodgkin and Reed Sternberg|
estrogen receptor-β knock out|oestrogen receptor β knock-out|
estrogen receptor-α knock-out|oestrogen receptor α knockout mouse|
glycosylphosphatidylinositol-linked|glycophosphatidyl-inositol-linked|
nonsense-mediated mRNA decay|non-sense-mediated mRNA decay|
human T cell lymphotrophic virus-I|human T-cell lymphotrophic virus 1|
cross-polarisation magic-angle spinning nuclear magnetic resonance spectroscopy|cross-polarisation/magic angle spinning nuclear magnetic resonance spectroscopy|
anti-beta(2) glycoprotein I antibody|anti-beta-2 glycoprotein 1 antibody|
luteinising hormone releasing hormone|luteinizing-hormone-releasing-hormone|
anti-TCR alpha beta monoclonal antibody|anti-TCR α β monoclonal antibody|
toll-interleukin1 receptor domain-containing adapter inducing interferon β|Toll-interleukin-1 receptor domain-containing adapter-inducing interferon-beta|
receptor protein tyrosine phosphatase-δ|receptor-like protein tyrosine phosphatase δ|
alpha thalassaemia/mental retardation syndrome X-linked|α thalassemia/mental retardation syndrome X-linked|
β2-glycoprotein 1|β-2 glycoprotein I|
American Society of Anesthesiologists Grade I|American Society of Anaesthesiologists status I|
interleukine-13 receptor α 1|interleukin-13 receptor α1 subunit|
enhancer-binding protein δ|enhancer-binding protein-δ|
anti-β 2 glycoprotein 1 antibody|anti-beta-2 glycoprotein-I antibody|
receptor-like protein-tyrosine phosphatase zeta|receptor-like protein tyrosine phosphatase zeta|
pegylated interferon-α-2b|pegylated interferon-alfa-2b|
platelet associated|platelet-associated|
gonadotropin-releasing hormone-agonist|gonadotrophin-releasing hormone analogues|
inhibitor κB-α|inhibitor-κ-B-α|
tumour necrosis factor-α|tumor-necrosis-factor-α|
interleukin 13 receptor α2 chain|interleukin 13 receptor-α 2 subunit|
anti-T cell receptor-alpha beta monoclonal antibody|anti-T cell receptor α/β monoclonal antibody|
interleukin 11 receptor α chain|interleukine-11 receptor α-chain|
T-cell-receptor-γδ-positive|T-cell receptor-γ δ-positive|
β-2 glycoprotein-1|β(2) glycoprotein I|
pre-β 1 high-density lipoprotein|pre beta 1 high-density lipoprotein|
transforming growth factor β-1|transforming growth factor beta-1|
anti-β 2 glycoprotein I antibody|anti-β-2-glycoprotein I antibody|
toll/interleukin-1 receptor domain-containing adapter-inducing interferon-beta|toll-interleukin-1 receptor domain-containing adapter-inducing interferon beta|
beta amyloid precursor protein cleaving enzyme-1|beta-amyloid precursor protein-cleaving enzyme-1|
stromal-derived factor-1 α|stromal-derived factor-1alpha|
anti-β(2)-glycoprotein-I antibody|anti-beta 2-glycoprotein I antibody|
neural precursor cell-expressed, developmentally downregulated 8|neural-precursor-cell-expressed, developmentally downregulated 8|
gonadotrophin-releasing hormone-agonist|gonadotrophin-releasing hormone analogues|
particle enhanced nephelometric immunoassay|particle-enhanced nephelometric immuno-assay|
insulin-like growth factor-II mRNA binding protein-1|insulin-like growth factor-II mRNA-binding protein-1|
oestrogen receptor-α knock out|oestrogen receptor α knockout mouse|
American Society of Anaesthesiologists grade II|American Society of Anesthesiology Grade 2|
toll/interleukin1 receptor domain-containing adapter-inducing interferon β|Toll/interleukin-1 receptor domain-containing adapter-inducing interferon-beta|
phospholipase Cβ|phospholipase-C β|
transforming growth factor-beta-activated kinase 1|transforming growth factor-β activated kinase 1|
mitogen activated protein kinase activated protein kinase-3|mitogen activated protein kinase-activated protein kinase-3|
β2 glycoprotein I|β2 glycoprotein-I|
interleukin 3 receptor α-chain|interleukine-3 receptor α chain|
synaptosome-associated protein 25|synaptosomal-associated protein of 25 kDa|
columnar lined esophagus|columnar-lined oesophagus|
ER-α knock-out mouse|ERα knock out mouse|
neural precursor cell-expressed, developmentally down-regulated 9|neural-precursor cell-expressed developmentally down-regulated 9|
B-cell lymphoma 2-associated X protein|B cell lymphoma-2-associated X protein|
anti-β 2 glycoprotein I antibody|anti-β2-glycoprotein-I antibody|
peroxisome-proliferator-activated receptor gamma coactivator-1alpha|peroxisome proliferator-activated receptor γ co-activator 1 α|
anti-asialo-GM-1 antibody|antiasialo GM-1 antibody|
β(2) glycoprotein I|β 2 glycoprotein 1|
peroxisome-proliferator-activated receptor-γ co-activator-1α|peroxisome proliferator-activated receptor-γ co-activator 1 α|
insulin-like growth factor II mRNA-binding protein-3|insulin-like growth factor-II mRNA-binding protein-3|
amyloid beta-protein 1-40|amyloid beta 1-40|
interferon gamma receptor 1|interferon γ receptor 1|
interleukine 2 receptor α-chain|interleukin-2 receptor α-chain|
interleukin 4 receptor α subunit|interleukine 4 receptor α subunit|
glycosyl phosphatidylinositol-anchored|glycosyl-phosphatidyl-inositol-anchored|
T-cell receptor γ δ-positive|T-cell-receptor γδ-positive|
recombinant human transforming growth factor-beta 2|recombinant human transforming growth factor β2|
β 2-glycoprotein-I|β2-glycoprotein-I|
anti-β2 glycoprotein-1 antibody|anti-beta-2 glycoprotein-I antibody|
cardiorespiratory failure|cardio-respiratory fitness|
laser desorption/ionisation time-of-flight mass spectrometry|laser desorption ionization time of flight mass spectrometry|
TNFR associated factor 2|TNFR associated factor-2|
Streptococcus salivarius K12|Streptococcus salivarius strain K12|
human insulin-like growth factor II|human insulin-like growth factor 2|
GTP binding protein βgamma subunit|GTP binding protein betagamma subunit|
computerized tomography scanning|computerized tomographic scanning|
cross polarisation magic-angle spinning nuclear magnetic resonance spectroscopy|cross polarization magic angle spinning nuclear magnetic resonance spectroscopy|
toll/interleukin-1 receptor domain-containing adapter-inducing interferon-beta|Toll/interleukin 1 receptor domain-containing adapter-inducing interferon-β|
