LF1|LF2|Synonym
TATA-binding protein associated factor 10|TATA-binding protein-associated factor-1|
solid-phase extraction-liquid chromatography/tandem mass spectrometry|solid phase extraction-liquid chromatography-tandem mass spectrometry|
area under the plasma concentration-time curve|area under concentration-time curve|
adenylate cyclase 9|adenylyl cyclase 6|
peroxisome-proliferator-activated receptor-beta|peroxisome proliferator activated receptor-γ2|
a disintegrin and metalloproteinase-9|a disintegrin and metalloprotease 13|
reduction potential|nerve action potential|
American Society of Anesthesiology Class 3|American Society of Anesthesiology grade|
delta aminolevulinic acid|urinary delta-aminolevulinic acid|
NON-EXPRESSOR OF PATHOGENESIS-RELATED GENES 1|NONEXPRESSOR OF PATHOGENESIS-RELATED GENES-1|
interleukin 13 receptor alpha2 chain|interleukine-2 receptor α chain|
antiIL-6R antibody|anti-IL17 antibody|
serotonin transporter gene|serotonin 5-HT transporter|
microtubule-associated protein 5|microtubule associated protein 2C|
acute myelomonocytic leukemia M4|acute myelomonoblastic leukemia|
adenosine-5-diphosphate|adenosinetriphosphatase|
mitogen-activated protein kinase activated protein kinase 3|mitogen activated protein kinase activated protein kinase-3|
interleukine-3 receptor α|interleukin 13 receptor α2 chain|
free insulin-like growth factor-1|free insulinlike growth factor|
type-β transforming growth factor|type-beta transforming growth factor|
American Society of Anaesthesiology Class I|American Society of Anaesthesiologists Status II|
anti-human T-cell lymphotropic virus type I antibody|anti-human T-cell lymphotropic virus I antibody|
laparoscopic radical hysterectomy|laparoscopic radical cystectomy|
interleukin-15 receptor-alpha|interleukin-3 receptor-α|
a disintegrin and metalloprotease with thrombospondin motifs-14|a disintegrin and metalloproteinase with thrombospondin motifs-6|
cross polarisation magic-angle spinning nuclear magnetic resonance spectroscopy|cross-polarization/magic angle spinning nuclear magnetic resonance|
ras-related GTP-binding escort protein 2|ras-related GTP-binding protein 23|
phospholipase Cγ|phospholipase C-γ1|
mGlu6 receptor|mGlu8 receptor|
TATA-binding protein associated factor-8|TATA-binding protein-associated factor 7|
cluster of differentiation antigen 138|cluster of differentiation antigen 86|
type 2 InsP3 receptor|type I receptor|
digital imaging fibre-optic trans-illumination|digital imaging fiberoptic transillumination|
soluble interleukin 2 receptor α|soluble interleukin 6 receptor|
src homology-2 domain-containing protein tyrosine-phosphatase|src homology-2 domain-containing protein-tyrosine phosphatase|
hemoglobin E|hemoglobin A|
trypsin proteinase inhibitor|cysteine protease inhibitor|
Hb S/beta-thalassemia|Hb S-beta-thalassaemia|
ribosomal protein L2|ribosomal protein L17|
hyodeoxycholic acid|chenodeoxycholic acid|
meta-phenylenediamine|ortho-phenylenediamine|
human T-cell lymphotropic virus type-1 antibody|human T-cell lymphotropic virus-I antibody|
C-C chemokine receptor 2|CXC chemokine receptor 1|
interleukin-13 receptor alpha1-chain|interleukin-13 receptor α1|
gadolinium diethylenetriaminepenta-acetic acid|gadolinium-diethylenetriamine-pentaacetic acid|
organophosphorus-induced delayed neuropathy|organophosphate-induced delayed neuropathy|
American Society of Anaesthesiology Grade 3|American Society of Anaesthesiologists Class I|
anti-β2 glycoprotein-I antibody|anti-beta-2 glycoprotein I antibody|
interleukine-13 receptor α 2-chain|interleukin-13 receptor alpha-1 chain|
NIMA-related kinase 11S|NIMA-related kinase 8|
G protein alpha inhibitory subunit|G protein alpha subunit|
IL-18 receptor alpha|IL-11 receptor-alpha|
free insulinlike growth factor 1|insulinlike growth factor 1 protein|
interleukin-15 receptor alpha|interleukin-6 receptor-alpha|
TNF-α protease inhibitor-1|protease inhibitor|
fragile X tremor ataxia syndrome|fragile X-associated tremor ataxia syndrome|
transmural pressure|trans-mural pressure|
thymic shared antigen-1|thymic-shared antigen-1|
TATA-binding protein associated factor 15|TATA-binding protein associated factor-11|
corticotrophin releasing factor receptor 1|corticotropin releasing factor|
dimethyltryptamine|N,N-dimethyltryptamine|
Incontinence Quality-of-Life Scale|incontinence quality-of-life scale|
dansyl-ethylenediamine|ethylenediamine|
cyclin-dependent kinase inhibitor p21WAF1/Cip1|cyclin dependent kinase inhibitor p21|
MDR-related protein 1|pH-regulated protein 1|
insulinlike growth factor binding protein 1|insulin-like growth factor II mRNA binding protein 3|
a disintegrin-like and metalloprotease with thrombospondin type 1 motif 13-deficient|a disintegrin and metalloproteinase with thrombospondin motif-4|
cyto-chrome P450|cytochrome P450IID6|
Kruppel-like factor 5|kruppel-like factor 3|
patello-femoral pain|patellofemoral pain|
antiinterleukin 12 antibody|anti-interleukin 18 antibody|
antiinterleukin 2 antibody|anti interleukin 6 receptor antibody|
American Society of Anaesthesiology Grade I|American Society of Anesthesiologists Status I|
human transforming growth factor beta|human transforming growth factor-beta 2|
cerebral venous sinus thrombosis|cerebral vein thrombosis|
type II transforming growth factor beta receptor|transforming growth factor beta receptor type 1|
Kruppel-like factor-8|krüppel-like factor-3|
dermatome of eighth cervical nerve|dermatome of third cervical nerve|
TGFbeta-activated kinase 1 binding protein-1|TGF-beta-activated kinase 1-binding protein 1|
recombinant human interferon-α A/D|recombinant human interferon-α 2a|
receptor-like protein-tyrosine phosphatase ζ|receptor protein tyrosine phosphatase beta|
American Society of Anaesthesiologists grade III|American Society of Anesthesiologists Grade IV|
human rhinovirus serotype 2|human adenovirus serotype 15|
American Society of Anesthesiologists status 2|American Society of Anaesthesiology physical status|
neural-precursor cell-expressed, developmentally downregulated 2|neural precursor cell-expressed, developmentally down-regulated 5|
sleep efficiency|sleep efficiency index|
ERβ knock-out mouse|ER-α knockout mouse|
TNFR-associated factor 2|TBP associated factor 3|
ribosomal protein S6|ribosomal protein S19|
anti-CXC-chemokine receptor 4 monoclonal antibody|anti-toll-like receptor 3 monoclonal antibody|
acid-sensing ion channel-4|acid-sensing ion channel-1a|
recombinant gp120|recombinant gp160|
human adenovirus type 7|human adenovirus 32|
krüppel-like factor-6|krüppel-like factor-4|
phosphoinositide 3-kinase p110gamma|phosphoinositide 3-kinase gamma|
stromal-derived factor-1 alpha|stromal derived factor-1-alpha|
peroxisome proliferator-activated receptor gamma|peroxisome proliferator activated receptor|
para-cresol methylhydroxylase|p-cresol methyl hydroxylase|
interleukine 11 receptor α-chain|interleukine-4 receptor alpha chain|
cluster of differentiation antigen 96|soluble cluster of differentiation antigen 86|
trans-cervical|cranio-cervical|
high molecular weight glycoprotein|high molecular weight keratin|
phospholipase B|phospholipase Cβ1|
interferon-stimulated gene factor-3gamma|interferon stimulated gene factor 3 alpha|
isopropyl-β-thiogalactopyranoside|Isopropyl-beta-D-thiogalactopyranoside|
American Society of Anesthesiologists class 3|American Society of Anaesthesiology class 5|
guanylyl cyclase-activating protein|guanylate cyclase-activating protein 1|
receptor protein tyrosine phosphatase κ|receptor-type protein-tyrosine phosphatase beta|
sterol response element binding protein 1-a|sterol regulatory element binding protein 1|
American Society of Anaesthesiologists grade IV|American Society of Anaesthesiologists grade 3|
cluster of differentiation 154|cluster of differentiation 163|
bovine leukocyte adhesion deficiency|Canine leukocyte adhesion deficiency|
cluster of differentiation 14|cluster of differentiation antigen 20|
human lysosome-associated membrane protein 1|lysosomal-associated membrane protein 1|
cluster of differentiation 147|cluster of differentiation 62 ligand|
orofaciodigital syndrome type 1|oro-facio-digital syndrome type 1|
mass analyzed threshold ionisation spectrum|mass-analyzed threshold ionization|
potassium-chloride co-transporter 2|sodium potassium chloride cotransporter 2|
American Society of Anaesthesiology|American Society of Anesthesiology status V|
scanning transmission electron microscope|Scanning transmission X-ray microscopy|
a disintegrin and metalloprotease 4|a disintegrin and metalloprotease 21|
ribosomal protein S5|ribosomal protein L38|
uncoordinated protein 54|uncoordinated protein 17|
hepatocyte growth factor/scatter factor|hepatocyte growth factor-scatter factor|
interleukin-I|Interleukin-1b|
transforming growth factors|transforming growth factor-β2|
matrix assisted laser desorption ionisation-mass spectrometry imaging|matrix assisted laser desorption/ionization mass spectrometry|
olfactory ensheathing cell|Olfactory ensheathing cells|
whole body magnetic resonance angiography|magnetic resonance angiographic|
T-colony-stimulating factor|multi-colony stimulating factor|
gamma-aminobutyric acid A receptor-chloride channel complex|gamma-aminobutyric acid receptor complex|
American Society of Anesthesiologists'|American Society of Anesthesiology class V|
light harvesting chlorophyll a/b-binding protein II|light-harvesting chlorophyll a/b-binding protein-II|
transcription factor|transcription factor AP-2γ|
cardiopulmonary bypass|cardiopulmonary bypass surgery|
Sma- and Mad-related protein 3|Sma- and Mad-related protein 7|
transient receptor potential vanilloid 3|transient receptor potential ankyrin 1|
human leucocyte antigen B|human leucocyte antigen DR|
serotonin 2|verotoxin 2|
protease activated receptor|proteinase-activated receptors|
matrix assisted laser desorption/ionisation time of flight mass spectrometric|matrix-assisted laser desorption/ionization-mass spectrometry|
cross polarization magic angle spinning nuclear magnetic resonance|cross-polarization magic-angle spinning nuclear magnetic resonance|
β APP cleaving enzyme 2|beta APP cleaving enzyme-1|
thyreostimulating hormone|stimulating hormones|
antineutrophil cytoplasm antibody|anti neutrophil cytoplasmic antibody|
oestrogen receptor-α knock out|estrogen receptor-β knock out mouse|
triiodothyronin|triiodothyroxine|
sulforaphane-mediated|sulforaphane-treated|
crystal protein IA|crystal protein IIA|
transmembrane tumour necrosis factor α|murine tumour necrosis factor α|
granulocyte colony-stimulating factor receptor|human granulocyte colony-stimulating factor|
spinocerebellar ataxia 15|spinocerebellar ataxia type 5|
heparin-induced thrombo-cytopenia|type II heparin induced thrombocytopenia|
X-linked lympho-proliferative disease|X-linked lymphoproliferative|
prostatic carcinoma|prostate adenocarcinoma|
anti-human immunodeficiency virus protein|human immunodeficiency virus antigen|
T cell receptor δ|T cell receptor|
first in, first out|first-in/first-out|
sequence-tagged sites|sequence tagged sites|
insulin-like growth factor receptor II|insulinlike growth factor receptor type 1|
4-hydroxy-2,2,6,6-tetramethylpiperidinyl-1-oxy|4-hydroxy-2,2,6,6-tetramethylpiperidine-N-oxyl|
laser-desorption ionization time of flight mass spectrometry|matrix-assisted laser desorption/ionization time of flight mass spectrometry|
α1a adrenergic receptor|α(2C) adrenergic receptor|
peroxisome proliferator-activated receptor alpha|peroxisome proliferator-activated receptor γ co-activator-1α|
high-mobility-group protein I-C|high-mobility group box 6 protein|
anti-IL-1alpha antibody|anti-IL13 antibody|
gas chromatography/mass spectroscopy|liquid chromatography-mass spectroscopy|
corticotropin-releasing factor-1 receptor|corticotropin-releasing factor receptor subtype 1|
dorsolateral nucleus of the thalamus|anterior nucleus of the thalamus|
tumor-3, node-3, metastsis-0|tumor-1, node-0, metastasis-0|
Smad-interacting protein-1|smad interacting protein 1|
pre-coronary artery bypass graft|postcoronary artery bypass graft|
TATA-binding protein-associated factor-15|TATA-binding protein-associated factor within TFIID|
fibroblast growth factor-inducible molecule 14|fibroblast growth factor inducible 14|
human adenovirus serotype 22|human adenovirus serotype 26|
anti-matrix metalloprotease-2 antibody|anti-matrix metalloproteinase 7 antibody|
mean fluorescence intensity|relative fluorescence intensity|
apolipoprotein C2|apolipoprotein J|
interleukin-5 receptor-α chain|interleukine-4 receptor-α|
recombinant human interferon|recombinant human interleukin 10|
endoplasmic reticulum targeting|endoplasmic reticulum|
gonadotrophin releasing hormone analogue|gonadotropin-releasing hormone|
Modified Mini-Mental State Exam|Modified Mini-Mental State Examination|
American Society of Anesthesiology class 2|American Society of Anesthesiologists score|
