LF1|LF2|Synonym
interleukine-13 receptor alpha 1-subunit|interleukine-13 receptor alpha1 chain|
time of flight secondary ion mass spectrometry|time-of-flight secondary-ion mass spectroscopy|
peroxisome proliferator-activated receptor γ2|peroxisome proliferator-activated receptor gamma-2|
γglutamyltranspeptidase|γ-glutamyl transpeptidase|
myelin-associated glycoprotein|myelin associated glycoprotein|
anti-β-2-glycoprotein-I antibody|anti-beta2-glycoprotein 1 antibody|
American Society of Anesthesiologists Class 2|American Society of Anesthesiologists status 2|
electron probe micro-analysis|electron probe X-ray microanalysis|
continuous veno-venous haemodialysis|continuous venovenous hemodiafiltration|
interleukin-6 receptor alpha-chain|interleukin-6 receptor α-chain|
β-amyloid-42|β-amyloid42|
TIR domain-containing adaptor inducing IFN-beta|Toll/IL-1 receptor domain-containing adaptor-inducing IFN-beta|
amyloid-beta 1-40|amyloid beta 1-40|
multi-detector computed tomography scan|multi-detector-row computed tomography scan|
anti-beta2-glycoprotein I antibody|anti-β 2-glycoprotein I antibody|
doublesex and mab-3 related transcription factor 1|doublesex and mab-3-related transcription factor 1|
GTP binding protein βgamma-subunit|GTP-binding protein β-γ subunit|
T cell receptor-γδ-positive|T-cell receptor γ δ-positive|
estrogen receptor β knockout|oestrogen receptor β knock out|
receptor protein tyrosine phosphatase-ψ|receptor-like protein-tyrosine phosphatase-ψ|
IkappaB kinase alpha|I-kappaB kinase alpha|
left anterior descending coronary artery|left anterior descending coronary|
calcium activated neutral proteinase|Calcium-activated neutral protease|
β(2)-glycoprotein 1|β2-glycoprotein 1|
anti-β2 glycoprotein I antibody|anti-β-2-glycoprotein I antibody|
anti-β-2-glycoprotein-1 antibody|anti-β(2)-glycoprotein-I antibody|
collagen type 1-αI|collagen type I α I|
transforming growth factor β receptor type II|transforming growth factor beta receptor type 2|
Ωconotoxin|Ω conotoxin|
IL2 receptor α|IL-2 receptor-α|
American Society of Anesthesiologists Class III|American Society of Anaesthesiology physical status III|
G-protein βγ subunit|G-protein βγ-subunit|
inhibitory-κB kinase|inhibitory-κ B kinase|
laryngovideostroboscopy|laryngo-videostroboscopy|
transforming growth factor beta 1|transforming growth factor type β|
thermal gravimetric analysis|thermo-gravimetric analyser|
recombinant human transforming growth factor-beta1|recombinant human transforming growth factor beta1|
T(2) weighted image|T2-weighted image|
anti-phenolic glycolipid 1 antibody|anti-phenolic glycolipid I antibody|
β 2 glycoprotein-I|β2 glycoprotein 1|
transforming growth factor-β-activated kinase-1|transforming growth factor beta-activated kinase 1|
American Society of Anaesthesiologists grade 4|American Society of Anaesthesiologists Grade IV|
a disintegrin and metalloproteinase-23|A disintegrin and metalloprotease-23|
interleukin-2 receptor α subunit|interleukine 2 receptor α-subunit|
eucaryotic elongation factor 1α|eukaryotic elongation factor 1α|
interleukine-15 receptor α-chain|interleukine-15 receptor-alpha|
threshold equalising noise test|threshold-equalising-noise test|
technetium-99m diethylenetriamine penta-acetic acid|technetium-99m diethylenetriaminepentaacetic acid|
Academy of Psychosomatic Medicine|Academy of Physical Medicine|
anti-β(2) glycoprotein I antibody|anti-beta-2-glycoprotein 1 antibody|
anti-hepatitis B surface antigen|antihepatitis B surface antigen|
T cell receptor gamma delta-positive|T-cell-receptor-gamma delta-positive|
interleukin-15 receptor α-chain|interleukine-15 receptor alpha-chain|
factor VIII coagulant activity|factor-VIII pro-coagulant activity|
anti-beta (2)-glycoprotein I antibody|anti-beta 2 glycoprotein-I antibody|
anti-β(2)-glycoprotein 1 antibody|anti-beta 2 glycoprotein 1 antibody|
type-2 corticotrophin-releasing-hormone receptor|corticotrophin-releasing-hormone receptor type 2|
phospholipase Cβ1|phospholipase Cβ(1)|
collagen type 6 α-3|collagen type VI α-3|
T cell receptor-γδ-positive|T-cell-receptor γδ-positive|
American Society of Anaesthesiology physical status 4|American Society of Anaesthesiology class 4|
anti-β 2-glycoprotein-I antibody|anti-β-2-glycoprotein-I antibody|
interleukine 13 receptor α 2 subunit|interleukine 13 receptor α2 chain|
insulin-like growth factor receptor II|insulin-like growth factor receptor 2|
glycosyl-phosphatidyl-inositol anchored|glycosyl-phosphatidylinositol-anchored|
peroxisome-proliferator-activated receptor-gamma co-activator-1 alpha|peroxisome proliferator-activated receptor-gamma coactivator 1alpha|
anti-β-2 glycoprotein I antibody|anti-beta 2-glycoprotein I antibody|
N-terminal-pro-brain-type natriuretic peptide|aminoterminal proB-type natriuretic peptide|
anti-asialo GM-1 antibody|anti-asialo-GM1 antibody|
sulfobutylether-beta-cyclodextrin|sulfobutylether-β-cyclodextrin|
cross-polarization/magic angle spinning nuclear magnetic resonance spectroscopy|crosspolarization magic-angle-spinning nuclear magnetic resonance spectroscopy|
transforming growth factor-β-1|transforming growth factor-β1|
recombinant human transforming growth factor-β 1|recombinant human transforming growth factor-beta 1|
interleukine 13 receptor α 2 subunit|interleukin 13 receptor alpha2 subunit|
tumour-necrosis-factor-α production|tumor necrosis factor alpha production|
GTP binding protein β subunit|GTP-binding protein β subunit|
growth hormone-releasing hormone receptor|growth hormone releasing hormone receptor|
7-ethoxyresorufin O-dealkylase|ethoxyresorufin deethylase|
anti-β 2 glycoprotein I antibody|anti-β 2 glycoprotein 1 antibody|
O(6)-benzylguanine|O6-benzylguanine|
interleukine-6 receptor α-chain|interleukin-6 receptor alpha chain|
insulin-like factor 3|insulin-like factor-3|
phospho-glycogen synthase kinase 3beta|phospho-glycogen synthase kinase 3 β|
hypoxia-inducible factor 1α protein|hypoxia inducible factor 1alpha protein|
T-cell colony-forming cell|T cell colony-forming cell|
peroxisome proliferator-activated receptor-alpha agonist|peroxisome proliferator-activated receptor-α agonist|
β-2 glycoprotein 1|β(2)-glycoprotein I|
antiinterleukin 6 neutralising antibody|anti-interleukin-6 neutralising antibody|
factor VIII coagulant activity|factor VIII pro-coagulant activity|
anti-β 2-glycoprotein-I antibody|anti-beta2-glycoprotein 1 antibody|
interferon-stimulated gene factor-3 alpha|interferon stimulated gene factor-3 alpha|
anti-β2 glycoprotein-1 antibody|anti-beta2 glycoprotein-I antibody|
transforming growth factor-beta-activated kinase-1|transforming-growth-factor-beta-activated kinase 1|
lymphotoxin beta receptor immunoglobulin|lymphotoxin-β receptor immunoglobulin|
β2-glycoprotein I|β2 glycoprotein 1|
α-methylacyl coenzyme A racemase|α-methyl acyl-coenzyme A racemase|
prostaglandin H synthase 1|prostaglandin G/H synthase 1|
T cell receptor-gammadelta-positive|T-cell receptor-gamma delta-positive|
anti-β-2-glycoprotein-1 antibody|anti-beta(2)-glycoprotein-I antibody|
β(2) glycoprotein I|β 2 glycoprotein I|
toll-interleukin1 receptor domain-containing adapter-inducing interferon beta|toll-interleukin1 receptor domain-containing adapter inducing interferon β|
residual disease|renal disease|
American Society of Anesthesiology class 5|American Society of Anesthesiology Class V|
β site amyloid precursor protein-cleaving enzyme 1|β-site amyloid precursor protein cleaving enzyme 1|
tumour-necrosis factor α|tumor-necrosis factor-α|
α-1-antichymotrypsin|α 1-antichymotrypsin|
phospholipase Cgamma1|phospholipase Cgamma-1|
β(2) glycoprotein-I|β-2-glycoprotein I|
transesophageal echography|transesophageal echocardiographic|
casein kinase 1δ|casein kinase-1 δ|
oestrogen receptor α knockout|estrogen receptor-α knock out|
oxygen content difference|oxygen content differences|
anti-beta-2-glycoprotein-1 antibody|anti-β2-glycoprotein-I antibody|
bcl2 associated X-protein|bcl-2 associated X-protein|
gamma-aminobutyric acid-C receptor|gamma-aminobutyric acid type-C receptor|
alpha1-acid glycoprotein|α 1-acid glycoprotein|
GTP-binding protein βgamma-subunit|GTP binding protein betagamma subunit|
toll-interleukin 1 receptor domain-containing adapter-inducing interferon-beta|toll/interleukin-1 receptor domain-containing adapter-inducing interferon β|
estrogen receptor-β knock-out|estrogen receptor-β knock out|
T-cell receptor γ δ-positive|T-cell receptor-γ δ-positive|
Kruppel-associated box-associated protein 1|krueppel-associated box-associated protein 1|
anti-beta2 glycoprotein-I antibody|anti-beta (2)-glycoprotein I antibody|
phosphatidylinositol-bis-phosphate|phosphatidylinositol 4,5 bisphosphate|
IL-13 receptor α 2|IL-13 receptor α2 chain|
metal-catalysed oxidation|metal-catalyzed oxidation|
anti-human T-cell lymphotrophic virus type I antibody|anti-human T cell lymphotropic virus-I antibody|
retinoic acid receptor-related orphan receptor gammaT|retinoic acid receptor-related orphan receptor γ T|
anti-β2-glycoprotein 1 antibody|anti-beta2-glycoprotein 1 antibody|
crosspolarization magic-angle-spinning nuclear magnetic resonance spectroscopy|cross-polarization/magic-angle spinning nuclear magnetic resonance spectroscopy|
T cell receptor γ δ-positive|T-cell-receptor-γ δ-positive|
continuous venovenous haemo-diafiltration|continuous veno-venous hemodialysis|
colony forming unit/granulocyte-macrophage|colony-forming unit granulocyte/macrophage|
anti-β-2-glycoprotein-1 antibody|anti-β2 glycoprotein I antibody|
amyloid-β-42|amyloid-β1-42|
γ-amino-butyric acid B receptor|γ-amino butyric acidB receptor|
β-2 glycoprotein I|β-2-glycoprotein 1|
phospholipase Cβ1|phospholipase C-β1|
extracellular signal-regulated protein kinases|extracellular signal-regulated kinase-1/2|
Krüppel-like factor 10|kruppel-like factor 10|
American Society of Anaesthesiologists class 2|American Society of Anaesthesiologists Class II|
interleukin-6 receptor-alpha|interleukin-6 receptor-α|
peroxisome proliferator-activated receptor-gamma co-activator 1alpha|peroxisome-proliferator-activated receptor-γ coactivator 1 α|
insulin-like growth factor 1 receptor|insulin-like growth factor I receptor|
interleukine 7 receptor α subunit|interleukine 7 receptor α chain|
β amyloid precursor protein-cleaving enzyme 1|beta-amyloid precursor protein cleaving enzyme-1|
electron-probe X-ray microanalyser|electron probe x-ray micro-analysis|
transforming growth factor-beta-activated kinase 1|transforming-growth-factor-β-activated kinase 1|
refuse-derived fuel|refuse derived fuel|
cross polarisation magic-angle spinning nuclear magnetic resonance spectroscopy|cross polarization magic angle spinning nuclear magnetic resonance spectroscopy|
receptor protein-tyrosine phosphatase-κ|receptor protein tyrosine phosphatase kappa|
estrogen receptor beta knockout|estrogen receptor-β knockout|
T cell receptor-gammadelta-positive|T-cell-receptor-gamma delta-positive|
sodium-lithium countertransport|sodium/lithium counter-transport|
fluorine-18-labelled fluoro-deoxy-glucose|fluorine-18 fluoro-deoxy-glucose|
peroxisome proliferator-activated receptor-gamma coactivator 1alpha|peroxisome-proliferator-activated receptor γ coactivator-1 α|
alphafetoprotein level|αfetoprotein level|
anti-beta2 glycoprotein-1 antibody|anti-beta2-glycoprotein 1 antibody|
Toll-interleukin-1 receptor domain-containing adapter-inducing interferon-beta|Toll-interleukin 1 receptor domain-containing adapter-inducing interferon-β|
anti-β 2-glycoprotein-I antibody|anti-β-2-glycoprotein I antibody|
GTP binding protein β-γ subunit|GTP-binding protein βgamma subunit|
IL-13 receptor α 2-chain|IL-13 receptor alpha2 chain|
β2-glycoprotein-1|β2 glycoprotein-1|
non-obese diabetic severe combined immunodeficient mouse|nonobese diabetic-severe combined immunodeficient mouse|
β2-glycoprotein I|β-2 glycoprotein 1|
anti-beta 2 glycoprotein I antibody|anti-beta2-glycoprotein-I antibody|
inositol trisphosphate receptor|inositol 1,4,5-trisphosphate receptor|
transforming growth factor-β(1)|transforming growth factor-beta 1|
β-2 glycoprotein I|β2 glycoprotein-1|
transforming growth factor-β(1)|transforming growth factor β(1)|
anti-β2-glycoprotein I antibody|anti-beta(2)-glycoprotein-I antibody|
autoimmune polyglandular syndrome type 2|autoimmune polyendocrine syndrome type 2|
hemoglobin Roseau Pointe-a-Pitre|hemoglobin Roseau-Pointe-a-Pitre|
interleukine-4 receptor α subunit|interleukin-4 receptor α subunit|
haemoglobin S-β thalassaemia|hemoglobin S/β-thalassemia|
unknown primary site|unknown primary|
multidetector-row computed tomography|multi-detector computed tomography|
open-pulled straw|open pulled straw|
anti-β2-glycoprotein 1 antibody|anti-β(2)-glycoprotein-I antibody|
three-dimensional computed tomography scan|3-dimensional computed tomography scan|
anti-beta 2 glycoprotein I antibody|anti-beta 2-glycoprotein I antibody|
recombinant human interleukin 1alpha|recombinant human interleukin 1α|
anti-T cell receptor-alphabeta antibody|anti-T-cell receptor alphabeta antibody|
G-protein alpha(i1) subunit|GTP binding protein alpha(i1) subunit|
reduced-intensity transplantation|reduced intensity transplantation|
anti-beta-2-glycoprotein 1 antibody|anti-beta 2 glycoprotein 1 antibody|
American Society of Anaesthesiologists class V|American Society of Anesthesiology status 5|
toll/interleukin1 receptor domain-containing adapter-inducing interferon β|toll-interleukin1 receptor domain-containing adapter inducing interferon beta|
extracellular-signal regulated kinase-2|extracellular signal regulated kinase-2|
insulin-like growth factor-II messenger RNA-binding protein-2|insulin-like growth factor-II messenger RNA-binding protein 2|
heat shock protein 90beta|heat shock protein 90β|
transforming growth factor beta receptor type 1|transforming growth factor β receptor I|
beta-amyloid precursor protein-cleaving enzyme-1|β amyloid precursor protein-cleaving enzyme 1|
phospholipase Cβ2|phospholipase C β(2)|
diagnostic and statistical manual|Diagnostic and Statistical Manual|
receptor-like protein-tyrosine phosphatase delta|receptor-like protein tyrosine phosphatase delta|
sternocleidomastoid muscle|sternocleido-mastoid|
T cell receptor γ δ-positive|T cell receptor-γ δ-positive|
American Society of Anaesthesiology Class V|American Society of Anaesthesiologists Class V|
bucco-linguo-facial dyskinesia|buccolinguofacial dyskinesia|
anti-beta (2)-glycoprotein-I antibody|anti-beta2-glycoprotein 1 antibody|
