LF1|LF2|Synonym
polydeoxyribonucleotide|oligodeoxyribonucleotide|N
interleukin-6 receptor α|interleukin-5 receptor-α chain|N
DNA-DNA hybridization|DNA-DNA hybridisation|Y
glycine transporter 1|glucose transporter 12|N
interleukine-11 receptor α|interleukine-5 receptor α|N
A disintegrin and metalloproteinase-33|a disintegrin and metalloproteinase 4|N
A disintegrin and metalloprotease 4|a disintegrin and metalloprotease-4|Y
familial erythrophagocytic lymphohistiocytosis|familial hemophagocytic lymphohistiocytosis|N
tumour necrosis factor receptor associated factor-5|tumor-necrosis-factor-receptor-associated factor|N
World Health Organisation Quality of Life Questionnaire|World Health Organization Quality of Life HIV|N
acute myeloid leukemic cell|acute myeloid leukæmia M2|N
computerized tomographic scan|abdominal computerized tomography scan|N
American Society of Anesthesiology Class I|American Society of Anaesthesiology status 3|N
β site APP cleaving enzyme 2|beta site APP-cleaving enzyme|N
corticotropin-releasing-hormone receptor-2|type-2 corticotropin-releasing-hormone receptor|Y
interleukine-18 receptor α|interleukin-12 receptor β2|N
high-mobility group box 6 protein|high mobility group protein I-C|N
augmented correlation-consistent polarised valence triple zeta basis set|augmented correlation-consistent polarized-valence triple-ζ basis set|Y
leucyl tRNA synthetase|seryl tRNA synthetase|N
contrast echocardiography|stressechocardiography|N
anti-toll-like receptor 3 monoclonal antibody|anti-toll like receptor-4 monoclonal antibody|N
TATA-binding protein associated factor 8|TATA-binding protein associated factor-7|N
cytochrome P-450 scc|cytochrome P450 3A|N
Ras-related GTP-binding protein 7|ras-related GTP-binding escort protein|N
soluble cluster of differentiation 163|cluster of differentiation 163|N
American Society of Anesthesiologists Status IV|American Society of Anesthesiology Grade V|N
interleukin 7 receptor α chain|interleukin 8 receptor|N
interleukine 7 receptor α|interleukine-5 receptor-α|N
interferon-stimulated gene factor 3alpha|interferon stimulated gene factor 3γ|N
American Society of Anesthesiology grade 4|American Society of Anaesthesiologists Class I|N
cyto-chrome P450|cytochrome P450 2C19|N
interleukin-15 receptor-α|interleukine-11 receptor α chain|N
extracellular calcium concentrations|intracellular sodium concentration|N
American Society of Anaesthesiologists status 4|American Society of Anesthesiologists Status I|N
electroencephalograph|electroencephalogram|Y
benzyloxyresorufin-O-dealkylase|7-benzyloxyresorufin O-dealkylase|N
forkhead box class O1|forkhead box class other 6|N
interleukine 2 receptor-α|interleukin 7 receptor-α|N
carbonyl cyanide p-(trifluoromethoxy) phenylhydrazone|carbonyl cyanide p-trifluoromethoxyphenylhydrazone|Y
interleukin 6 receptor|type II interleukin 4 receptor|N
G protein β subunit|G-protein β-γ subunit|N
collagen type VI α 2|collagen type II α 1|N
portal vein pressure|portal perfusion pressure|N
coenzyme M|coenzyme Q10|N
thyrotrophin releasing hormone|thyrotropin releasing hormone receptor 2|N
dipeptidylpeptidase|tripeptidyl peptidase I|N
transforming growth factor α|human transforming growth factor β2|N
hemoglobin H|hemoglobin F|N
human adenovirus type 35|human adenovirus serotype F|N
granulocyte macrophage-colony stimulating factor level|granulocyte/macrophage colony stimulating factor|N
protein tyrosine phosphatase-μ|receptor-like protein tyrosine phosphatase-μ|Y
beta APP-cleaving enzyme|beta APP-cleaving enzyme 1|N
chlorophenylbiguanide|phenylbiguanide|N
anti-Cyn d I monoclonal antibody|anti-IL-5 monoclonal antibody|N
3 Tesla magnetic resonance imaging|magnet resonance imaging|N
peptide/major histocompatibility complex class II complex|major histocompatibility complex class II protein|N
a disintegrin and metalloproteinase 23|A disintegrin and metalloproteinase-5|N
peroxisome-proliferator-activated receptor-γ co-activator-1 α|peroxisome proliferator-activated receptor beta|N
acute respiratory tract infection|respiratory tract infection|N
maleylated bovine serum albumin|methylated bovine serum albumin|N
transforming growth factor-α|transforming growth factor β protein|N
fluid-attenuated inversion recovery|fluid attenuated inversion-recovery|Y
Vero toxin producing Escherichia coli|shigatoxin producing Escherichia coli|N
protein kinase Bβ|protein kinase Cβ|N
peroxisome proliferator activated receptor-γ2|peroxisome proliferator-activated receptors|N
total rosette forming cell|active rosette forming cell|N
casein kinase II-β|casein kinase 2|N
endothelial monocyte-activating polypeptide II|endothelial monocyte-activating polypeptide-III|N
anti-human immunodeficiency virus-1 antibody|human immunodeficiency virus antigen|N
regulator-of-G-protein-signaling 2|regulator-of-G-protein-signaling 7|N
Kruppel-like factor 5|Kruppel like factor|N
apolipoprotein E ε-4|apolipoprotein E ε 4|Y
B-cell chronic lymphatic leukemia|chronic lymphatic leukæmia|N
salmon gonadotrophin releasing hormone analogue|gonadotrophin releasing hormone analogue|N
N-cadherin|cadherin4|N
receptor-like protein tyrosine phosphatase-ζ|receptor-like protein-tyrosine phosphatase η|N
fuzzy neural network|neural network|N
fibroblast growth factor receptor 2b|fibroblast growth factor receptor 3|N
temporal-to-nasal|temporo-nasal|Y
β-site amyloid precursor protein-cleaving enzyme-1|beta-amyloid precursor protein cleaving enzyme 2|N
human adenovirus type 40|human adenovirus 24|N
herbal medicine|legal medicine|N
a disintegrin and metalloproteinase-15|A disintegrin and metalloprotease-8|N
Toll-interleukin 1 receptor domain-containing adapter-inducing interferon-β|Toll-interleukin-1 receptor domain-containing adaptor inducing IFN-beta|Y
a disintegrin and metalloprotease 4|a disintegrin and metalloproteinase 33|N
Physical Medicine and Rehabilitation|physical medicine and rehabilitation|Y
benzo(a)pyrene diol epoxide DNA adduct|benzo[a]pyrene diol epoxide DNA adduct level|Y
American Society of Anesthesiology Grade III|American Society of Anaesthesiologists Grade 3|Y
ras-related GTP-binding protein 1c|ras-related GTP-binding protein 11|N
cluster of differentiation antigen 11b|cluster of differentiation antigen 37|N
1,25-Dihydroxyvitamin D|25-hydroxyvitamin D3|N
β2-glycoprotein-I|β(2)-glycoprotein 1|Y
American Society of Anaesthesiologists grade I|American Society of Anesthesiologists Class 2|N
computerized axial tomography|computed axial tomography|Y
emergency medical technician|emergency medical attendant|Y
ecological risk assessment|ecological momentary assessment|N
peroxisome-proliferator-activated receptor-γ co-activator-1α|peroxisome proliferator-activated receptor-gamma co-activator-1alpha|Y
live attenuated influenza vaccine|live attenuated influenza virus|N
American Society of Anaesthesiologists grade 1|American Society of Anaesthesiologists class I|Y
human adenovirus serotype 17|human adenovirus serotype 42|N
electrothermal atomic absorption spectrometry|electrothermal atomic absorption spectrometric|Y
nuclear magnetic resonance data|nuclear magnetic resonance|N
perineal|perianal|N
sry-type high-mobility-group box 9|SRY-type high mobility group box 9|Y
ribosomal protein gene|ribosomal protein S6 kinase|N
American Society of Anaesthesiologists Class III|American Society of Anaesthesiology class II|N
ferric reducing antioxidant power assay|ferric reducing antioxidant power|N
immunoglobulin C α|immunoglobulinG|N
developmental pluripotency associated 3|developmental pluripotency-associated 3|Y
T-cell receptor α|T cell receptor V α 14|N
human adenovirus type 37|human rhinovirus type 2|N
extracellular signal-regulated protein kinases|extracellular signal-regulated protein kinase 2|N
uncoordinated protein 68|uncoordinated protein 13|N
american society of anesthesiologists|American Society of Anaesthesiologists grade 3|N
β-amyloid precursor protein-cleaving enzyme-2|beta-site amyloid precursor protein cleaving enzyme|N
transcription factor B|transcription factor σ B|N
x-ray cross complementing group 1|x-ray repair cross-complementing group 1|Y
human immunodeficiency viral|human immunodeficiency virus type 1|N
focal glomerulonephritis|focal sclerosing glomerulonephritis|N
cluster of differentiation antigen 97|cluster of differentiation 28|N
electron probe X-ray microanalyser|electron probe x-ray micro analysis|Y
tumor necrosis factor receptor superfamily|tumor necrosis factor receptor superfamily member 8|N
interleukine-3 receptor-alpha|interleukine-13 receptor α1-chain|N
type 2 corticotropin-releasing-hormone receptor|corticotropin-releasing hormone receptor-2|Y
interleukine-13 receptor α2-chain|interleukin-13 receptor α-1 chain|N
murine tumour necrosis factor-α|human tumor necrosis factor|N
cap binding protein|zinc binding protein|N
American Society of Anaesthesiology|American Society of Anaesthesiology class IV|N
carcinoma of the prostate|cancer of the prostate|Y
interleukin|interleukin 1|N
lymphokine-activated killer|lymphokine-activated killing|Y
T helper 1 type response|T helper 1 type immune response|Y
S-phase kinase-associated protein-2|S-phase kinase-associated protein 2|Y
senescence-associated β galactosidase|senescence-associated beta galactosidase|Y
simian T-cell lymphotropic virus|human T-cell lymphotropic virus|N
prostaglandin G/H synthase-2|prostaglandin H synthase|N
Kruppel-like factor 8|Krüppel like factor|N
brain endothelial cell|endothelial cell|N
ethoxyresorufin O-dealkylase|Benzyloxyresorufin O-dealkylase|N
ER-α knockout mouse|ER-β knockout mouse|N
American Society of Anaesthesiologists Status III|American Society of Anesthesiology physical status|N
Losartan Intervention For Endpoint reduction in hypertension|Losartan Intervention For Endpoint reduction|Y
a disintegrin and metalloproteinase with thrombospondin motifs-1|a disintegrin and metalloprotease with thrombospondin motifs|N
soluble IL-1 receptor|soluble IL-2-receptor|N
glutamate receptor-interacting protein|glutamate-receptor interacting protein 1|N
receptor-like protein tyrosine phosphatase zeta|receptor-like protein tyrosine phosphatase-ψ|N
insulin-like growth factor II mRNA binding protein 1|insulin-like growth factor-II messenger RNA-binding protein 2|N
transforming growth factor α|human transforming growth factor β3|N
guanosine triphosphatase activating protein|guanosine triphosphate binding protein|N
peroxisome-proliferator-activated receptor α agonist|peroxisome proliferator-activated receptor gamma 1|N
TATA binding protein associated factor|TATA-binding protein-associated factor-17|N
testicular feminised mouse|testicular-feminized mouse|Y
iodine 131-labeled|iodine-124-labeled|N
peroxisome proliferator-activated receptor γ-2|peroxisome-proliferator-activated receptor alpha agonist|N
glucose transporter protein|glucose transporter protein 4|N
embryonic day 14|embryonic day 21|N
human adenovirus serotype 40|human adenovirus type 21|N
total peripheral vascular resistance|peripheral vascular resistance|N
interleukine-6 receptor α-chain|interleukine-15 receptor alpha|N
anti-cluster of differentiation antigen 19 monoclonal antibody|anti-cluster of differentiation antigen 20 antibody|N
human adenovirus serotype 13|human adenovirus serotype 42|N
cytochrome P450c17|cytochrome P450 2B10|N
7-ethoxyresorufin-O-deethylase|methoxyresorufin O-demethylase|N
interleukine-18 receptor-α|interleukin 8 receptor|N
Toronto Alexithymia Scale|26-item Toronto Alexithymia Scale|N
transforming growth factor beta type I receptor|type II transforming growth factor-beta receptor|N
interleukin-5 receptor α|interleukine 7 receptor-α|N
anti-IL-2 antibody|anti-IL 2 antibody|Y
anti-human T cell lymphotropic virus type-1 antibody|anti-human T-cell lymphotrophic virus type-I antibody|Y
growth hormone cell|growth hormone 1|N
cyclophosphamide, oncovin, procarbazine, prednisone|cyclophosphamide, oncovin, prednisone|N
anti-CTLA-4 antibody|anti-IL8 antibody|N
mitogen activated protein kinase kinase-4|mitogen-activated protein kinase kinase-2|N
Bardet-Biedl syndrome gene 7|Bardet-Biedl syndrome gene 10|N
cord-blood-derived|cord blood-derived|Y
peroxisome proliferator activated receptor gamma coactivator-1|peroxisome proliferator-activated receptor γ coactivator-1 α|N
parainfluenzavirus|parainfluenza virus 4|N
interleukin-6 receptor α|interleukin 3 receptor|N
delayed hypersensitivity|delayed-type-hypersensitivity|Y
endoplasmic reticulum targeted|endoplasmic reticulum-associated|N
toll-interleukin1 receptor domain-containing adapter inducing interferon β|Toll-interleukin-1 receptor domain-containing adaptor inducing IFN-beta|Y
American Society of Anaesthesiology Grade 3|American Society of Anaesthesiology score|N
American Society of Anaesthesiology|American Society of Anaesthesiologists grade 2|N
American Society of Anesthesiologists Grade III|American Society of Anesthesiologists class IV|N
beta-site APP cleaving enzyme 2|beta site APP-cleaving enzyme 2|Y
microtubule associated protein 1B|microtubule-associated protein 2|N
interferon-stimulated gene factor-3|interferon stimulated gene|N
human corticotrophin-releasing hormone|corticotropin-releasing-hormone|Y
flavin containing monooxygenase|flavin containing monooxygenase 4|N
cyclophosphamide, ccnu, vp 16, vincristine, platinol|cyclophosphamide, ccnu, vp 16, vincristine|N
palmitoyl-oleoyl phosphatidylglycerol|1-palmitoyl-2-oleoyl phosphatidylcholine|N
antiinterleukin 18 monoclonal antibody|anti-interleukin-2 receptor monoclonal antibody|N
